payment_id,payable_id,supplier_id,payment_date,amount_paid,payment_method
PM-0012747,AP-0012747,SUP-076,2026-06-20,3475.97,TED
PM-0012748,AP-0012748,SUP-081,2026-07-23,3549.17,PIX
PM-0012749,AP-0012749,SUP-001,2026-08-19,1811.52,Boleto
PM-0012750,AP-0012750,SUP-001,2026-09-06,1811.52,Boleto
PM-0012751,AP-0012751,SUP-006,2024-09-21,3102.00,TED
PM-0012752,AP-0012752,SUP-011,2024-10-24,3169.15,PIX
PM-0012753,AP-0012753,SUP-016,2024-11-25,3236.98,Boleto
PM-0012754,AP-0012754,SUP-021,2024-12-28,1652.74,TED
PM-0012755,AP-0012755,SUP-021,2025-01-15,1652.74,TED
PM-0012756,AP-0012756,SUP-026,2025-01-24,3374.64,PIX
PM-0012757,AP-0012757,SUP-031,2025-02-26,3444.48,Boleto
PM-0012758,AP-0012758,SUP-036,2025-03-31,3514.99,TED
PM-0012759,AP-0012759,SUP-041,2025-04-30,1793.09,PIX
PM-0012760,AP-0012760,SUP-041,2025-05-18,1793.09,PIX
PM-0012761,AP-0012761,SUP-046,2025-06-02,3658.03,Boleto
PM-0012762,AP-0012762,SUP-051,2025-06-29,3730.56,TED
PM-0012763,AP-0012763,SUP-056,2025-08-01,3803.76,PIX
PM-0012764,AP-0012764,SUP-061,2025-09-02,1938.82,Boleto
PM-0012765,AP-0012765,SUP-061,2025-09-20,1938.82,Boleto
PM-0012766,AP-0012766,SUP-066,2025-10-05,3952.18,TED
PM-0012767,AP-0012767,SUP-071,2025-11-07,4027.39,PIX
PM-0012768,AP-0012768,SUP-076,2025-12-04,4103.28,Boleto
PM-0012769,AP-0012769,SUP-081,2026-01-06,2089.92,TED
PM-0012770,AP-0012770,SUP-081,2026-01-24,2089.92,TED
PM-0012771,AP-0012771,SUP-001,2026-02-07,4257.07,PIX
PM-0012772,AP-0012772,SUP-006,2026-03-12,4334.98,Boleto
PM-0012773,AP-0012773,SUP-011,2026-04-14,4413.55,TED
PM-0012774,AP-0012774,SUP-016,2026-04-11,2246.40,PIX
PM-0012775,AP-0012775,SUP-016,2026-04-29,2246.40,PIX
PM-0012776,AP-0012776,SUP-021,2026-05-14,4572.72,Boleto
PM-0012777,AP-0012777,SUP-026,2026-06-15,4653.31,TED
PM-0012778,AP-0012778,SUP-031,2026-07-18,4734.58,PIX
PM-0012779,AP-0012779,SUP-036,2026-08-19,2408.26,Boleto
PM-0012780,AP-0012780,SUP-036,2026-09-06,2408.26,Boleto
PM-0012781,AP-0012781,SUP-041,2024-09-16,4110.00,TED
PM-0012782,AP-0012782,SUP-046,2024-10-19,4185.22,PIX
PM-0012783,AP-0012783,SUP-051,2024-11-20,4261.10,Boleto
PM-0012784,AP-0012784,SUP-056,2024-12-23,2168.83,TED
PM-0012785,AP-0012785,SUP-056,2025-01-10,2168.83,TED
PM-0012786,AP-0012786,SUP-061,2025-01-24,4414.90,PIX
PM-0012787,AP-0012787,SUP-066,2025-02-21,4492.80,Boleto
PM-0012788,AP-0012788,SUP-071,2025-03-26,4571.38,TED
PM-0012789,AP-0012789,SUP-076,2025-04-25,2325.31,PIX
PM-0012790,AP-0012790,SUP-076,2025-05-13,2325.31,PIX
PM-0012791,AP-0012791,SUP-081,2025-05-28,4730.54,Boleto
PM-0012792,AP-0012792,SUP-001,2025-06-29,4811.14,TED
PM-0012793,AP-0012793,SUP-006,2025-07-27,4892.40,PIX
PM-0012794,AP-0012794,SUP-011,2025-08-28,2487.17,Boleto
PM-0012795,AP-0012795,SUP-011,2025-09-15,2487.17,Boleto
PM-0012796,AP-0012796,SUP-016,2025-09-30,5056.94,TED
PM-0012797,AP-0012797,SUP-021,2025-11-02,5140.22,PIX
PM-0012798,AP-0012798,SUP-026,2025-12-04,5224.18,Boleto
PM-0012799,AP-0012799,SUP-031,2026-01-01,2654.40,TED
PM-0012800,AP-0012800,SUP-031,2026-01-19,2654.40,TED
PM-0012801,AP-0012801,SUP-036,2026-02-02,5394.10,PIX
PM-0012802,AP-0012802,SUP-041,2026-03-07,5480.06,Boleto
PM-0012803,AP-0012803,SUP-046,2026-04-09,5566.70,TED
PM-0012804,AP-0012804,SUP-051,2026-05-09,2827.01,PIX
PM-0012805,AP-0012805,SUP-051,2026-05-27,2827.01,PIX
PM-0012806,AP-0012806,SUP-056,2026-06-06,5742.00,Boleto
PM-0012807,AP-0012807,SUP-061,2026-07-08,5830.66,TED
PM-0012808,AP-0012808,SUP-066,2026-08-10,5919.98,PIX
PM-0012809,AP-0012809,SUP-071,2026-08-14,3004.99,Boleto
PM-0012810,AP-0012810,SUP-071,2026-09-01,3004.99,Boleto
PM-0012811,AP-0012811,SUP-076,2024-09-16,5118.00,TED
PM-0012812,AP-0012812,SUP-081,2024-10-14,5201.28,PIX
PM-0012813,AP-0012813,SUP-001,2024-11-15,5285.23,Boleto
PM-0012814,AP-0012814,SUP-006,2024-12-18,2684.93,TED
PM-0012815,AP-0012815,SUP-006,2025-01-05,2684.93,TED
PM-0012816,AP-0012816,SUP-011,2025-01-19,5455.15,PIX
PM-0012817,AP-0012817,SUP-016,2025-02-21,5541.12,Boleto
PM-0012818,AP-0012818,SUP-021,2025-03-21,5627.76,TED
PM-0012819,AP-0012819,SUP-026,2025-04-20,2857.54,PIX
PM-0012820,AP-0012820,SUP-026,2025-05-08,2857.54,PIX
PM-0012821,AP-0012821,SUP-031,2025-05-23,5803.06,Boleto
PM-0012822,AP-0012822,SUP-036,2025-06-24,5891.71,TED
PM-0012823,AP-0012823,SUP-041,2025-07-27,5981.04,PIX
PM-0012824,AP-0012824,SUP-046,2025-08-23,979.20,Boleto
PM-0012825,AP-0012825,SUP-046,2025-09-10,979.20,Boleto
PM-0012826,AP-0012826,SUP-051,2025-09-25,2018.83,TED
PM-0012827,AP-0012827,SUP-056,2025-10-28,2079.94,PIX
PM-0012828,AP-0012828,SUP-061,2025-11-29,2141.71,Boleto
PM-0012829,AP-0012829,SUP-066,2026-01-01,1102.08,TED
PM-0012830,AP-0012830,SUP-066,2026-01-19,1102.08,TED
PM-0012831,AP-0012831,SUP-071,2026-01-28,2267.28,PIX
PM-0012832,AP-0012832,SUP-076,2026-03-02,2331.07,Boleto
PM-0012833,AP-0012833,SUP-081,2026-04-04,2395.54,TED
PM-0012834,AP-0012834,SUP-001,2026-05-04,1230.34,PIX
PM-0012835,AP-0012835,SUP-001,2026-05-22,1230.34,PIX
PM-0012836,AP-0012836,SUP-006,2026-06-06,2526.48,Boleto
PM-0012837,AP-0012837,SUP-011,2026-07-03,2592.96,TED
PM-0012838,AP-0012838,SUP-016,2026-08-05,2660.11,PIX
PM-0012839,AP-0012839,SUP-021,2026-09-06,1363.97,Boleto
PM-0012840,AP-0012840,SUP-021,2026-09-24,1363.97,Boleto
PM-0012841,AP-0012841,SUP-026,2024-10-09,2346.00,TED
PM-0012842,AP-0012842,SUP-031,2024-11-11,2407.10,PIX
PM-0012843,AP-0012843,SUP-036,2024-12-08,2468.88,Boleto
PM-0012844,AP-0012844,SUP-041,2024-12-13,1265.66,TED
PM-0012845,AP-0012845,SUP-041,2024-12-31,1265.66,TED
PM-0012846,AP-0012846,SUP-046,2025-01-14,2594.45,PIX
PM-0012847,AP-0012847,SUP-051,2025-02-16,2658.24,Boleto
PM-0012848,AP-0012848,SUP-056,2025-03-21,2722.70,TED
PM-0012849,AP-0012849,SUP-061,2025-04-15,1393.92,PIX
PM-0012850,AP-0012850,SUP-061,2025-05-03,1393.92,PIX
PM-0012851,AP-0012851,SUP-066,2025-05-18,2853.65,Boleto
PM-0012852,AP-0012852,SUP-071,2025-06-19,2920.13,TED
PM-0012853,AP-0012853,SUP-076,2025-07-22,2987.28,PIX
PM-0012854,AP-0012854,SUP-081,2025-08-23,1527.55,Boleto
PM-0012855,AP-0012855,SUP-081,2025-09-10,1527.55,Boleto
PM-0012856,AP-0012856,SUP-001,2025-09-20,3123.60,TED
PM-0012857,AP-0012857,SUP-006,2025-10-23,3192.77,PIX
PM-0012858,AP-0012858,SUP-011,2025-11-24,3262.61,Boleto
PM-0012859,AP-0012859,SUP-016,2025-12-27,1666.56,TED
PM-0012860,AP-0012860,SUP-016,2026-01-14,1666.56,TED
PM-0012861,AP-0012861,SUP-021,2026-01-28,3404.30,PIX
PM-0012862,AP-0012862,SUP-026,2026-02-25,3476.16,Boleto
PM-0012863,AP-0012863,SUP-031,2026-03-30,3548.69,TED
PM-0012864,AP-0012864,SUP-036,2026-04-29,1810.94,PIX
PM-0012865,AP-0012865,SUP-036,2026-05-17,1810.94,PIX
PM-0012866,AP-0012866,SUP-041,2026-06-01,3695.76,Boleto
PM-0012867,AP-0012867,SUP-046,2026-07-03,3770.30,TED
PM-0012868,AP-0012868,SUP-051,2026-07-31,3845.52,PIX
PM-0012869,AP-0012869,SUP-056,2026-09-01,1960.70,Boleto
PM-0012870,AP-0012870,SUP-056,2026-09-19,1960.70,Boleto
PM-0012871,AP-0012871,SUP-061,2024-10-04,3354.00,TED
PM-0012872,AP-0012872,SUP-066,2024-11-06,3423.17,PIX
PM-0012873,AP-0012873,SUP-071,2024-12-08,3493.01,Boleto
PM-0012874,AP-0012874,SUP-076,2025-01-05,1781.76,TED
PM-0012875,AP-0012875,SUP-076,2025-01-23,1781.76,TED
PM-0012876,AP-0012876,SUP-081,2025-02-06,3634.70,PIX
PM-0012877,AP-0012877,SUP-001,2025-03-11,3706.56,Boleto
PM-0012878,AP-0012878,SUP-006,2025-04-13,3779.09,TED
PM-0012879,AP-0012879,SUP-011,2025-04-15,1926.14,PIX
PM-0012880,AP-0012880,SUP-011,2025-05-03,1926.14,PIX
PM-0012881,AP-0012881,SUP-016,2025-05-13,3926.16,Boleto
PM-0012882,AP-0012882,SUP-021,2025-06-14,4000.70,TED
PM-0012883,AP-0012883,SUP-026,2025-07-17,4075.92,PIX
PM-0012884,AP-0012884,SUP-031,2025-08-18,2075.90,Boleto
PM-0012885,AP-0012885,SUP-031,2025-09-05,2075.90,Boleto
PM-0012886,AP-0012886,SUP-036,2025-09-20,4228.37,TED
PM-0012887,AP-0012887,SUP-041,2025-10-18,4305.60,PIX
PM-0012888,AP-0012888,SUP-046,2025-11-19,4383.50,Boleto
PM-0012889,AP-0012889,SUP-051,2025-12-22,2231.04,TED
PM-0012890,AP-0012890,SUP-051,2026-01-09,2231.04,TED
PM-0012891,AP-0012891,SUP-056,2026-01-23,4541.33,PIX
PM-0012892,AP-0012892,SUP-061,2026-02-25,4621.25,Boleto
PM-0012893,AP-0012893,SUP-066,2026-03-25,4701.84,TED
PM-0012894,AP-0012894,SUP-071,2026-04-24,2391.55,PIX
PM-0012895,AP-0012895,SUP-071,2026-05-12,2391.55,PIX
PM-0012896,AP-0012896,SUP-076,2026-05-27,4865.04,Boleto
PM-0012897,AP-0012897,SUP-081,2026-06-28,4947.65,TED
PM-0012898,AP-0012898,SUP-001,2026-07-31,5030.93,PIX
PM-0012899,AP-0012899,SUP-006,2026-08-27,2557.44,Boleto
PM-0012900,AP-0012900,SUP-006,2026-09-14,2557.44,Boleto
PM-0012901,AP-0012901,SUP-011,2024-09-29,4362.00,TED
PM-0012902,AP-0012902,SUP-016,2024-11-01,4439.23,PIX
PM-0012903,AP-0012903,SUP-021,2024-12-03,4517.14,Boleto
PM-0012904,AP-0012904,SUP-026,2025-01-05,2297.86,TED
PM-0012905,AP-0012905,SUP-026,2025-01-23,2297.86,TED
PM-0012906,AP-0012906,SUP-031,2025-02-01,4674.96,PIX
PM-0012907,AP-0012907,SUP-036,2025-03-06,4754.88,Boleto
PM-0012908,AP-0012908,SUP-041,2025-04-08,4835.47,TED
PM-0012909,AP-0012909,SUP-046,2025-05-08,2458.37,PIX
PM-0012910,AP-0012910,SUP-046,2025-05-26,2458.37,PIX
PM-0012911,AP-0012911,SUP-051,2025-06-10,4998.67,Boleto
PM-0012912,AP-0012912,SUP-056,2025-07-07,5081.28,TED
PM-0012913,AP-0012913,SUP-061,2025-08-09,5164.56,PIX
PM-0012914,AP-0012914,SUP-066,2025-08-13,2624.26,Boleto
PM-0012915,AP-0012915,SUP-066,2025-08-31,2624.26,Boleto
PM-0012916,AP-0012916,SUP-071,2025-09-15,5333.14,TED
PM-0012917,AP-0012917,SUP-076,2025-10-18,5418.43,PIX
PM-0012918,AP-0012918,SUP-081,2025-11-14,5504.40,Boleto
PM-0012919,AP-0012919,SUP-001,2025-12-17,2795.52,TED
PM-0012920,AP-0012920,SUP-001,2026-01-04,2795.52,TED
PM-0012921,AP-0012921,SUP-006,2026-01-18,5678.35,PIX
PM-0012922,AP-0012922,SUP-011,2026-02-20,5766.34,Boleto
PM-0012923,AP-0012923,SUP-016,2026-03-25,5854.99,TED
PM-0012924,AP-0012924,SUP-021,2026-04-19,2972.16,PIX
PM-0012925,AP-0012925,SUP-021,2026-05-07,2972.16,PIX
PM-0012926,AP-0012926,SUP-026,2026-05-22,6034.32,Boleto
PM-0012927,AP-0012927,SUP-031,2026-06-23,6124.99,TED
PM-0012928,AP-0012928,SUP-036,2026-07-26,6216.34,PIX
PM-0012929,AP-0012929,SUP-041,2026-08-27,3154.18,Boleto
PM-0012930,AP-0012930,SUP-041,2026-09-14,3154.18,Boleto
PM-0012931,AP-0012931,SUP-046,2024-09-24,5370.00,TED
PM-0012932,AP-0012932,SUP-051,2024-10-27,5455.30,PIX
PM-0012933,AP-0012933,SUP-056,2024-11-28,5541.26,Boleto
PM-0012934,AP-0012934,SUP-061,2024-12-31,2813.95,TED
PM-0012935,AP-0012935,SUP-061,2025-01-18,2813.95,TED
PM-0012936,AP-0012936,SUP-066,2025-02-01,5715.22,PIX
PM-0012937,AP-0012937,SUP-071,2025-03-01,1872.00,Boleto
PM-0012938,AP-0012938,SUP-076,2025-04-03,1930.42,TED
PM-0012939,AP-0012939,SUP-081,2025-05-03,994.75,PIX
PM-0012940,AP-0012940,SUP-081,2025-05-21,994.75,PIX
PM-0012941,AP-0012941,SUP-001,2025-06-05,2049.26,Boleto
PM-0012942,AP-0012942,SUP-006,2025-07-07,2109.70,TED
PM-0012943,AP-0012943,SUP-011,2025-08-04,2170.80,PIX
PM-0012944,AP-0012944,SUP-016,2025-09-05,1116.29,Boleto
PM-0012945,AP-0012945,SUP-016,2025-09-23,1116.29,Boleto
PM-0012946,AP-0012946,SUP-021,2025-10-08,2295.02,TED
PM-0012947,AP-0012947,SUP-026,2025-11-10,2358.14,PIX
PM-0012948,AP-0012948,SUP-031,2025-12-12,2421.94,Boleto
PM-0012949,AP-0012949,SUP-036,2025-12-12,1243.20,TED
PM-0012950,AP-0012950,SUP-036,2025-12-30,1243.20,TED
PM-0012951,AP-0012951,SUP-041,2026-01-13,2551.54,PIX
PM-0012952,AP-0012952,SUP-046,2026-02-15,2617.34,Boleto
PM-0012953,AP-0012953,SUP-051,2026-03-20,2683.82,TED
PM-0012954,AP-0012954,SUP-056,2026-04-19,1375.49,PIX
PM-0012955,AP-0012955,SUP-056,2026-05-07,1375.49,PIX
PM-0012956,AP-0012956,SUP-061,2026-05-17,2818.80,Boleto
PM-0012957,AP-0012957,SUP-066,2026-06-18,2887.30,TED
PM-0012958,AP-0012958,SUP-071,2026-07-21,2956.46,PIX
PM-0012959,AP-0012959,SUP-076,2026-08-22,1513.15,Boleto
PM-0012960,AP-0012960,SUP-076,2026-09-09,1513.15,Boleto
PM-0012961,AP-0012961,SUP-081,2024-09-24,2598.00,TED
PM-0012962,AP-0012962,SUP-001,2024-10-22,2661.12,PIX
PM-0012963,AP-0012963,SUP-006,2024-11-23,2724.91,Boleto
PM-0012964,AP-0012964,SUP-011,2024-12-26,1394.69,TED
PM-0012965,AP-0012965,SUP-011,2025-01-13,1394.69,TED
PM-0012966,AP-0012966,SUP-016,2025-01-27,2854.51,PIX
PM-0012967,AP-0012967,SUP-021,2025-03-01,2920.32,Boleto
PM-0012968,AP-0012968,SUP-026,2025-03-29,2986.80,TED
PM-0012969,AP-0012969,SUP-031,2025-04-28,1526.98,PIX
PM-0012970,AP-0012970,SUP-031,2025-05-16,1526.98,PIX
PM-0012971,AP-0012971,SUP-036,2025-05-31,3121.78,Boleto
PM-0012972,AP-0012972,SUP-041,2025-07-02,3190.27,TED
PM-0012973,AP-0012973,SUP-046,2025-08-04,3259.44,PIX
PM-0012974,AP-0012974,SUP-051,2025-08-31,1664.64,Boleto
PM-0012975,AP-0012975,SUP-051,2025-09-18,1664.64,Boleto
PM-0012976,AP-0012976,SUP-056,2025-10-03,3399.79,TED
PM-0012977,AP-0012977,SUP-061,2025-11-05,3470.98,PIX
PM-0012978,AP-0012978,SUP-066,2025-12-07,3542.83,Boleto
PM-0012979,AP-0012979,SUP-071,2026-01-09,1807.68,TED
PM-0012980,AP-0012980,SUP-071,2026-01-27,1807.68,TED
PM-0012981,AP-0012981,SUP-076,2026-02-05,3688.56,PIX
PM-0012982,AP-0012982,SUP-081,2026-03-10,3762.43,Boleto
PM-0012983,AP-0012983,SUP-001,2026-04-12,3836.98,TED
PM-0012984,AP-0012984,SUP-006,2026-04-14,1956.10,PIX
PM-0012985,AP-0012985,SUP-006,2026-05-02,1956.10,PIX
PM-0012986,AP-0012986,SUP-011,2026-05-17,3988.08,Boleto
PM-0012987,AP-0012987,SUP-016,2026-06-13,4064.64,TED
PM-0012988,AP-0012988,SUP-021,2026-07-16,4141.87,PIX
PM-0012989,AP-0012989,SUP-026,2026-08-17,2109.89,Boleto
PM-0012990,AP-0012990,SUP-026,2026-09-04,2109.89,Boleto
PM-0012991,AP-0012991,SUP-031,2024-09-19,3606.00,TED
PM-0012992,AP-0012992,SUP-036,2024-10-22,3677.18,PIX
PM-0012993,AP-0012993,SUP-041,2024-11-18,3749.04,Boleto
PM-0012994,AP-0012994,SUP-046,2024-12-21,1910.78,TED
PM-0012995,AP-0012995,SUP-046,2025-01-08,1910.78,TED
PM-0012996,AP-0012996,SUP-051,2025-01-22,3894.77,PIX
PM-0012997,AP-0012997,SUP-056,2025-02-24,3968.64,Boleto
PM-0012998,AP-0012998,SUP-061,2025-03-29,4043.18,TED
PM-0012999,AP-0012999,SUP-066,2025-04-23,2059.20,PIX
PM-0013000,AP-0013000,SUP-066,2025-05-11,2059.20,PIX
PM-0013001,AP-0013001,SUP-071,2025-05-26,4194.29,Boleto
PM-0013002,AP-0013002,SUP-076,2025-06-27,4270.85,TED
PM-0013003,AP-0013003,SUP-081,2025-07-30,4348.08,PIX
PM-0013004,AP-0013004,SUP-001,2025-08-31,2212.99,Boleto
PM-0013005,AP-0013005,SUP-001,2025-09-18,2212.99,Boleto
PM-0013006,AP-0013006,SUP-006,2025-09-28,4504.56,TED
PM-0013007,AP-0013007,SUP-011,2025-10-31,4583.81,PIX
PM-0013008,AP-0013008,SUP-016,2025-12-02,4663.73,Boleto
PM-0013009,AP-0013009,SUP-021,2026-01-04,2372.16,TED
PM-0013010,AP-0013010,SUP-021,2026-01-22,2372.16,TED
PM-0013011,AP-0013011,SUP-026,2026-02-05,4825.58,PIX
PM-0013012,AP-0013012,SUP-031,2026-03-05,4907.52,Boleto
PM-0013013,AP-0013013,SUP-036,2026-04-07,4990.13,TED
PM-0013014,AP-0013014,SUP-041,2026-05-07,2536.70,PIX
PM-0013015,AP-0013015,SUP-041,2026-05-25,2536.70,PIX
PM-0013016,AP-0013016,SUP-046,2026-06-09,5157.36,Boleto
PM-0013017,AP-0013017,SUP-051,2026-07-11,5241.98,TED
PM-0013018,AP-0013018,SUP-056,2026-08-08,5327.28,PIX
PM-0013019,AP-0013019,SUP-061,2026-08-12,2706.62,Boleto
PM-0013020,AP-0013020,SUP-061,2026-08-30,2706.62,Boleto
PM-0013021,AP-0013021,SUP-066,2024-09-14,4614.00,TED
PM-0013022,AP-0013022,SUP-071,2024-10-17,4693.25,PIX
PM-0013023,AP-0013023,SUP-076,2024-11-18,4773.17,Boleto
PM-0013024,AP-0013024,SUP-081,2024-12-16,2426.88,TED
PM-0013025,AP-0013025,SUP-081,2025-01-03,2426.88,TED
PM-0013026,AP-0013026,SUP-001,2025-01-17,4935.02,PIX
PM-0013027,AP-0013027,SUP-006,2025-02-19,5016.96,Boleto
PM-0013028,AP-0013028,SUP-011,2025-03-24,5099.57,TED
PM-0013029,AP-0013029,SUP-016,2025-04-23,2591.42,PIX
PM-0013030,AP-0013030,SUP-016,2025-05-11,2591.42,PIX
PM-0013031,AP-0013031,SUP-021,2025-05-21,5266.80,Boleto
PM-0013032,AP-0013032,SUP-026,2025-06-22,5351.42,TED
PM-0013033,AP-0013033,SUP-031,2025-07-25,5436.72,PIX
PM-0013034,AP-0013034,SUP-036,2025-08-26,2761.34,Boleto
PM-0013035,AP-0013035,SUP-036,2025-09-13,2761.34,Boleto
PM-0013036,AP-0013036,SUP-041,2025-09-28,5609.33,TED
PM-0013037,AP-0013037,SUP-046,2025-10-26,5696.64,PIX
PM-0013038,AP-0013038,SUP-051,2025-11-27,5784.62,Boleto
PM-0013039,AP-0013039,SUP-056,2025-12-30,2936.64,TED
PM-0013040,AP-0013040,SUP-056,2026-01-17,2936.64,TED
PM-0013041,AP-0013041,SUP-061,2026-01-31,5962.61,PIX
PM-0013042,AP-0013042,SUP-066,2026-03-05,6052.61,Boleto
PM-0013043,AP-0013043,SUP-071,2026-04-02,6143.28,TED
PM-0013044,AP-0013044,SUP-076,2026-05-02,3117.31,PIX
PM-0013045,AP-0013045,SUP-076,2026-05-20,3117.31,PIX
PM-0013046,AP-0013046,SUP-081,2026-06-04,6326.64,Boleto
PM-0013047,AP-0013047,SUP-001,2026-07-06,6419.33,TED
PM-0013048,AP-0013048,SUP-006,2026-08-08,6512.69,PIX
PM-0013049,AP-0013049,SUP-011,2026-09-04,1065.60,Boleto
PM-0013050,AP-0013050,SUP-011,2026-09-22,1065.60,Boleto
PM-0013051,AP-0013051,SUP-016,2024-10-07,1842.00,TED
PM-0013052,AP-0013052,SUP-021,2024-11-09,1899.07,PIX
PM-0013053,AP-0013053,SUP-026,2024-12-11,1956.82,Boleto
PM-0013054,AP-0013054,SUP-031,2024-12-16,1007.62,TED
PM-0013055,AP-0013055,SUP-031,2025-01-03,1007.62,TED
PM-0013056,AP-0013056,SUP-036,2025-01-12,2074.32,PIX
PM-0013057,AP-0013057,SUP-041,2025-02-14,2134.08,Boleto
PM-0013058,AP-0013058,SUP-046,2025-03-19,2194.51,TED
PM-0013059,AP-0013059,SUP-051,2025-04-18,1127.81,PIX
PM-0013060,AP-0013060,SUP-051,2025-05-06,1127.81,PIX
PM-0013061,AP-0013061,SUP-056,2025-05-21,2317.39,Boleto
PM-0013062,AP-0013062,SUP-061,2025-06-17,2379.84,TED
PM-0013063,AP-0013063,SUP-066,2025-07-20,2442.96,PIX
PM-0013064,AP-0013064,SUP-071,2025-08-21,1253.38,Boleto
PM-0013065,AP-0013065,SUP-071,2025-09-08,1253.38,Boleto
PM-0013066,AP-0013066,SUP-076,2025-09-23,2571.22,TED
PM-0013067,AP-0013067,SUP-081,2025-10-26,2636.35,PIX
PM-0013068,AP-0013068,SUP-001,2025-11-22,2702.16,Boleto
PM-0013069,AP-0013069,SUP-006,2025-12-25,1384.32,TED
PM-0013070,AP-0013070,SUP-006,2026-01-12,1384.32,TED
PM-0013071,AP-0013071,SUP-011,2026-01-26,2835.79,PIX
PM-0013072,AP-0013072,SUP-016,2026-02-28,2903.62,Boleto
PM-0013073,AP-0013073,SUP-021,2026-04-02,2972.11,TED
PM-0013074,AP-0013074,SUP-026,2026-04-27,1520.64,PIX
PM-0013075,AP-0013075,SUP-026,2026-05-15,1520.64,PIX
PM-0013076,AP-0013076,SUP-031,2026-05-30,3111.12,Boleto
PM-0013077,AP-0013077,SUP-036,2026-07-01,3181.63,TED
PM-0013078,AP-0013078,SUP-041,2026-08-03,3252.82,PIX
PM-0013079,AP-0013079,SUP-046,2026-09-04,1662.34,Boleto
PM-0013080,AP-0013080,SUP-046,2026-09-22,1662.34,Boleto
PM-0013081,AP-0013081,SUP-051,2024-10-02,2850.00,TED
PM-0013082,AP-0013082,SUP-056,2024-11-04,2915.14,PIX
PM-0013083,AP-0013083,SUP-061,2024-12-06,2980.94,Boleto
PM-0013084,AP-0013084,SUP-066,2025-01-08,1523.71,TED
PM-0013085,AP-0013085,SUP-066,2025-01-26,1523.71,TED
PM-0013086,AP-0013086,SUP-071,2025-02-09,3114.58,PIX
PM-0013087,AP-0013087,SUP-076,2025-03-09,3182.40,Boleto
PM-0013088,AP-0013088,SUP-081,2025-04-11,3250.90,TED
PM-0013089,AP-0013089,SUP-001,2025-04-13,1660.03,PIX
PM-0013090,AP-0013090,SUP-001,2025-05-01,1660.03,PIX
PM-0013091,AP-0013091,SUP-006,2025-05-16,3389.90,Boleto
PM-0013092,AP-0013092,SUP-011,2025-06-17,3460.42,TED
PM-0013093,AP-0013093,SUP-016,2025-07-15,3531.60,PIX
PM-0013094,AP-0013094,SUP-021,2025-08-16,1801.73,Boleto
PM-0013095,AP-0013095,SUP-021,2025-09-03,1801.73,Boleto
PM-0013096,AP-0013096,SUP-026,2025-09-18,3675.98,TED
PM-0013097,AP-0013097,SUP-031,2025-10-21,3749.18,PIX
PM-0013098,AP-0013098,SUP-036,2025-11-22,3823.06,Boleto
PM-0013099,AP-0013099,SUP-041,2025-12-20,1948.80,TED
PM-0013100,AP-0013100,SUP-041,2026-01-07,1948.80,TED
PM-0013101,AP-0013101,SUP-046,2026-01-21,3972.82,PIX
PM-0013102,AP-0013102,SUP-051,2026-02-23,4048.70,Boleto
PM-0013103,AP-0013103,SUP-056,2026-03-28,4125.26,TED
PM-0013104,AP-0013104,SUP-061,2026-04-27,2101.25,PIX
PM-0013105,AP-0013105,SUP-061,2026-05-15,2101.25,PIX
PM-0013106,AP-0013106,SUP-066,2026-05-25,4280.40,Boleto
PM-0013107,AP-0013107,SUP-071,2026-06-26,4358.98,TED
PM-0013108,AP-0013108,SUP-076,2026-07-29,4438.22,PIX
PM-0013109,AP-0013109,SUP-081,2026-08-30,2259.07,Boleto
PM-0013110,AP-0013110,SUP-081,2026-09-17,2259.07,Boleto
PM-0013111,AP-0013111,SUP-001,2024-10-02,3858.00,TED
PM-0013112,AP-0013112,SUP-006,2024-10-30,3931.20,PIX
PM-0013113,AP-0013113,SUP-011,2024-12-01,4005.07,Boleto
PM-0013114,AP-0013114,SUP-016,2025-01-03,2039.81,TED
PM-0013115,AP-0013115,SUP-016,2025-01-21,2039.81,TED
PM-0013116,AP-0013116,SUP-021,2025-02-04,4154.83,PIX
PM-0013117,AP-0013117,SUP-026,2025-03-09,4230.72,Boleto
PM-0013118,AP-0013118,SUP-031,2025-04-06,4307.28,TED
PM-0013119,AP-0013119,SUP-036,2025-05-06,2192.26,PIX
PM-0013120,AP-0013120,SUP-036,2025-05-24,2192.26,PIX
PM-0013121,AP-0013121,SUP-041,2025-06-08,4462.42,Boleto
PM-0013122,AP-0013122,SUP-046,2025-07-10,4540.99,TED
PM-0013123,AP-0013123,SUP-051,2025-08-12,4620.24,PIX
PM-0013124,AP-0013124,SUP-056,2025-08-11,2350.08,Boleto
PM-0013125,AP-0013125,SUP-056,2025-08-29,2350.08,Boleto
PM-0013126,AP-0013126,SUP-061,2025-09-13,4780.75,TED
PM-0013127,AP-0013127,SUP-066,2025-10-16,4862.02,PIX
PM-0013128,AP-0013128,SUP-071,2025-11-17,4943.95,Boleto
PM-0013129,AP-0013129,SUP-076,2025-12-20,2513.28,TED
PM-0013130,AP-0013130,SUP-076,2026-01-07,2513.28,TED
PM-0013131,AP-0013131,SUP-081,2026-01-16,5109.84,PIX
PM-0013132,AP-0013132,SUP-001,2026-02-18,5193.79,Boleto
PM-0013133,AP-0013133,SUP-006,2026-03-23,5278.42,TED
PM-0013134,AP-0013134,SUP-011,2026-04-22,2681.86,PIX
