entry_id,transaction_date,origin,cash_in,cash_out,balance_after,description
CF-0020853,2026-05-09,accounts_receivable,1631.42,0.00,-6764811.19,Recebimento titulo AR-0006567
CF-0020854,2026-05-09,accounts_receivable,941.87,0.00,-6763869.32,Recebimento titulo AR-0006931
CF-0020855,2026-05-09,accounts_receivable,570.43,0.00,-6763298.89,Recebimento titulo AR-0007264
CF-0020856,2026-05-09,accounts_receivable,1039.73,0.00,-6762259.16,Recebimento titulo AR-0007962
CF-0020857,2026-05-09,accounts_receivable,1788.76,0.00,-6760470.40,Recebimento titulo AR-0008326
CF-0020858,2026-05-09,accounts_receivable,1235.94,0.00,-6759234.46,Recebimento titulo AR-0008659
CF-0020859,2026-05-09,accounts_receivable,1017.48,0.00,-6758216.98,Recebimento titulo AR-0009023
CF-0020860,2026-05-09,accounts_receivable,1433.18,0.00,-6756783.80,Recebimento titulo AR-0009356
CF-0020861,2026-05-09,accounts_receivable,1214.64,0.00,-6755569.16,Recebimento titulo AR-0009720
CF-0020862,2026-05-09,accounts_receivable,1631.42,0.00,-6753937.74,Recebimento titulo AR-0010053
CF-0020863,2026-05-09,accounts_receivable,941.87,0.00,-6752995.87,Recebimento titulo AR-0010417
CF-0020864,2026-05-09,accounts_receivable,570.43,0.00,-6752425.44,Recebimento titulo AR-0010750
CF-0020865,2026-05-09,accounts_receivable,1591.10,0.00,-6750834.34,Recebimento titulo AR-0011115
CF-0020866,2026-05-09,accounts_receivable,1039.73,0.00,-6749794.61,Recebimento titulo AR-0011448
CF-0020867,2026-05-09,accounts_receivable,1235.94,0.00,-6748558.67,Recebimento titulo AR-0012145
CF-0020868,2026-05-09,accounts_receivable,1017.48,0.00,-6747541.19,Recebimento titulo AR-0012509
CF-0020869,2026-05-09,accounts_receivable,1433.18,0.00,-6746108.01,Recebimento titulo AR-0012842
CF-0020870,2026-05-09,accounts_receivable,1214.64,0.00,-6744893.37,Recebimento titulo AR-0013206
CF-0020871,2026-05-09,accounts_receivable,1631.42,0.00,-6743261.95,Recebimento titulo AR-0013539
CF-0020872,2026-05-09,accounts_receivable,941.87,0.00,-6742320.08,Recebimento titulo AR-0013903
CF-0020873,2026-05-09,accounts_receivable,570.43,0.00,-6741749.65,Recebimento titulo AR-0014236
CF-0020874,2026-05-09,accounts_receivable,1591.10,0.00,-6740158.55,Recebimento titulo AR-0014601
CF-0020875,2026-05-09,accounts_payable,0.00,1085.18,-6741243.73,Pagamento titulo AP-0000115
CF-0020876,2026-05-09,accounts_payable,0.00,2827.01,-6744070.74,Pagamento titulo AP-0000204
CF-0020877,2026-05-09,accounts_payable,0.00,1810.94,-6745881.68,Pagamento titulo AP-0001165
CF-0020878,2026-05-09,accounts_payable,0.00,1375.49,-6747257.17,Pagamento titulo AP-0001254
CF-0020879,2026-05-09,accounts_payable,0.00,2536.70,-6749793.87,Pagamento titulo AP-0002215
CF-0020880,2026-05-09,accounts_payable,0.00,2101.25,-6751895.12,Pagamento titulo AP-0002304
CF-0020881,2026-05-09,accounts_payable,0.00,1085.18,-6752980.30,Pagamento titulo AP-0003265
CF-0020882,2026-05-09,accounts_payable,0.00,2827.01,-6755807.31,Pagamento titulo AP-0003354
CF-0020883,2026-05-09,accounts_payable,0.00,1810.94,-6757618.25,Pagamento titulo AP-0004315
CF-0020884,2026-05-09,accounts_payable,0.00,1375.49,-6758993.74,Pagamento titulo AP-0004404
CF-0020885,2026-05-09,accounts_payable,0.00,2536.70,-6761530.44,Pagamento titulo AP-0005365
CF-0020886,2026-05-09,accounts_payable,0.00,2101.25,-6763631.69,Pagamento titulo AP-0005454
CF-0020887,2026-05-09,accounts_payable,0.00,1085.18,-6764716.87,Pagamento titulo AP-0006415
CF-0020888,2026-05-09,accounts_payable,0.00,2827.01,-6767543.88,Pagamento titulo AP-0006504
CF-0020889,2026-05-09,accounts_payable,0.00,1810.94,-6769354.82,Pagamento titulo AP-0007465
CF-0020890,2026-05-09,accounts_payable,0.00,1375.49,-6770730.31,Pagamento titulo AP-0007554
CF-0020891,2026-05-09,accounts_payable,0.00,2536.70,-6773267.01,Pagamento titulo AP-0008515
CF-0020892,2026-05-09,accounts_payable,0.00,2101.25,-6775368.26,Pagamento titulo AP-0008604
CF-0020893,2026-05-09,accounts_payable,0.00,1085.18,-6776453.44,Pagamento titulo AP-0009565
CF-0020894,2026-05-09,accounts_payable,0.00,2827.01,-6779280.45,Pagamento titulo AP-0009654
CF-0020895,2026-05-09,accounts_payable,0.00,1810.94,-6781091.39,Pagamento titulo AP-0010615
CF-0020896,2026-05-09,accounts_payable,0.00,1375.49,-6782466.88,Pagamento titulo AP-0010704
CF-0020897,2026-05-10,accounts_receivable,878.91,0.00,-6781587.97,Recebimento titulo AR-0000391
CF-0020898,2026-05-10,accounts_receivable,1294.60,0.00,-6780293.37,Recebimento titulo AR-0000724
CF-0020899,2026-05-10,accounts_receivable,1075.70,0.00,-6779217.67,Recebimento titulo AR-0001088
CF-0020900,2026-05-10,accounts_receivable,1492.49,0.00,-6777725.18,Recebimento titulo AR-0001421
CF-0020901,2026-05-10,accounts_receivable,849.01,0.00,-6776876.17,Recebimento titulo AR-0001785
CF-0020902,2026-05-10,accounts_receivable,1127.59,0.00,-6775748.58,Recebimento titulo AR-0002118
CF-0020903,2026-05-10,accounts_receivable,1453.25,0.00,-6774295.33,Recebimento titulo AR-0002483
CF-0020904,2026-05-10,accounts_receivable,901.88,0.00,-6773393.45,Recebimento titulo AR-0002816
CF-0020905,2026-05-10,accounts_receivable,1650.56,0.00,-6771742.89,Recebimento titulo AR-0003180
CF-0020906,2026-05-10,accounts_receivable,1097.74,0.00,-6770645.15,Recebimento titulo AR-0003513
CF-0020907,2026-05-10,accounts_receivable,878.91,0.00,-6769766.24,Recebimento titulo AR-0003877
CF-0020908,2026-05-10,accounts_receivable,1294.60,0.00,-6768471.64,Recebimento titulo AR-0004210
CF-0020909,2026-05-10,accounts_receivable,1075.70,0.00,-6767395.94,Recebimento titulo AR-0004574
CF-0020910,2026-05-10,accounts_receivable,1492.49,0.00,-6765903.45,Recebimento titulo AR-0004907
CF-0020911,2026-05-10,accounts_receivable,849.01,0.00,-6765054.44,Recebimento titulo AR-0005271
CF-0020912,2026-05-10,accounts_receivable,1127.59,0.00,-6763926.85,Recebimento titulo AR-0005604
CF-0020913,2026-05-10,accounts_receivable,1453.25,0.00,-6762473.60,Recebimento titulo AR-0005969
CF-0020914,2026-05-10,accounts_receivable,901.88,0.00,-6761571.72,Recebimento titulo AR-0006302
CF-0020915,2026-05-10,accounts_receivable,1097.74,0.00,-6760473.98,Recebimento titulo AR-0006999
CF-0020916,2026-05-10,accounts_receivable,878.91,0.00,-6759595.07,Recebimento titulo AR-0007363
CF-0020917,2026-05-10,accounts_receivable,1294.60,0.00,-6758300.47,Recebimento titulo AR-0007696
CF-0020918,2026-05-10,accounts_receivable,1075.70,0.00,-6757224.77,Recebimento titulo AR-0008060
CF-0020919,2026-05-10,accounts_receivable,1492.49,0.00,-6755732.28,Recebimento titulo AR-0008393
CF-0020920,2026-05-10,accounts_receivable,849.01,0.00,-6754883.27,Recebimento titulo AR-0008757
CF-0020921,2026-05-10,accounts_receivable,1127.59,0.00,-6753755.68,Recebimento titulo AR-0009090
CF-0020922,2026-05-10,accounts_receivable,1453.25,0.00,-6752302.43,Recebimento titulo AR-0009455
CF-0020923,2026-05-10,accounts_receivable,901.88,0.00,-6751400.55,Recebimento titulo AR-0009788
CF-0020924,2026-05-10,accounts_receivable,1650.56,0.00,-6749749.99,Recebimento titulo AR-0010152
CF-0020925,2026-05-10,accounts_receivable,1097.74,0.00,-6748652.25,Recebimento titulo AR-0010485
CF-0020926,2026-05-10,accounts_receivable,1294.60,0.00,-6747357.65,Recebimento titulo AR-0011182
CF-0020927,2026-05-10,accounts_receivable,1075.70,0.00,-6746281.95,Recebimento titulo AR-0011546
CF-0020928,2026-05-10,accounts_receivable,1492.49,0.00,-6744789.46,Recebimento titulo AR-0011879
CF-0020929,2026-05-10,accounts_receivable,849.01,0.00,-6743940.45,Recebimento titulo AR-0012243
CF-0020930,2026-05-10,accounts_receivable,1127.59,0.00,-6742812.86,Recebimento titulo AR-0012576
CF-0020931,2026-05-10,accounts_receivable,1453.25,0.00,-6741359.61,Recebimento titulo AR-0012941
CF-0020932,2026-05-10,accounts_receivable,901.88,0.00,-6740457.73,Recebimento titulo AR-0013274
CF-0020933,2026-05-10,accounts_receivable,1650.56,0.00,-6738807.17,Recebimento titulo AR-0013638
CF-0020934,2026-05-10,accounts_receivable,1097.74,0.00,-6737709.43,Recebimento titulo AR-0013971
CF-0020935,2026-05-10,accounts_receivable,878.91,0.00,-6736830.52,Recebimento titulo AR-0014335
CF-0020936,2026-05-10,accounts_receivable,1294.60,0.00,-6735535.92,Recebimento titulo AR-0014668
CF-0020937,2026-05-10,accounts_payable,0.00,2681.86,-6738217.78,Pagamento titulo AP-0000535
CF-0020938,2026-05-10,accounts_payable,0.00,1230.34,-6739448.12,Pagamento titulo AP-0001585
CF-0020939,2026-05-10,accounts_payable,0.00,1956.10,-6741404.22,Pagamento titulo AP-0002635
CF-0020940,2026-05-10,accounts_payable,0.00,2681.86,-6744086.08,Pagamento titulo AP-0003685
CF-0020941,2026-05-10,accounts_payable,0.00,1230.34,-6745316.42,Pagamento titulo AP-0004735
CF-0020942,2026-05-10,accounts_payable,0.00,1956.10,-6747272.52,Pagamento titulo AP-0005785
CF-0020943,2026-05-10,accounts_payable,0.00,2681.86,-6749954.38,Pagamento titulo AP-0006835
CF-0020944,2026-05-10,accounts_payable,0.00,1230.34,-6751184.72,Pagamento titulo AP-0007885
CF-0020945,2026-05-10,accounts_payable,0.00,1956.10,-6753140.82,Pagamento titulo AP-0008935
CF-0020946,2026-05-10,accounts_payable,0.00,2681.86,-6755822.68,Pagamento titulo AP-0009985
CF-0020947,2026-05-11,accounts_receivable,567.11,0.00,-6755255.57,Recebimento titulo AR-0000044
CF-0020948,2026-05-11,accounts_receivable,1315.41,0.00,-6753940.16,Recebimento titulo AR-0000823
CF-0020949,2026-05-11,accounts_receivable,1512.36,0.00,-6752427.80,Recebimento titulo AR-0001520
CF-0020950,2026-05-11,accounts_receivable,1710.30,0.00,-6750717.50,Recebimento titulo AR-0002217
CF-0020951,2026-05-11,accounts_receivable,936.78,0.00,-6749780.72,Recebimento titulo AR-0002914
CF-0020952,2026-05-11,accounts_receivable,756.15,0.00,-6749024.57,Recebimento titulo AR-0003611
CF-0020953,2026-05-11,accounts_receivable,1315.41,0.00,-6747709.16,Recebimento titulo AR-0004309
CF-0020954,2026-05-11,accounts_receivable,1512.36,0.00,-6746196.80,Recebimento titulo AR-0005006
CF-0020955,2026-05-11,accounts_receivable,936.78,0.00,-6745260.02,Recebimento titulo AR-0006400
CF-0020956,2026-05-11,accounts_receivable,756.15,0.00,-6744503.87,Recebimento titulo AR-0007097
CF-0020957,2026-05-11,accounts_receivable,1315.41,0.00,-6743188.46,Recebimento titulo AR-0007795
CF-0020958,2026-05-11,accounts_receivable,1512.36,0.00,-6741676.10,Recebimento titulo AR-0008492
CF-0020959,2026-05-11,accounts_receivable,1710.30,0.00,-6739965.80,Recebimento titulo AR-0009189
CF-0020960,2026-05-11,accounts_receivable,756.15,0.00,-6739209.65,Recebimento titulo AR-0010583
CF-0020961,2026-05-11,accounts_receivable,1315.41,0.00,-6737894.24,Recebimento titulo AR-0011281
CF-0020962,2026-05-11,accounts_receivable,1512.36,0.00,-6736381.88,Recebimento titulo AR-0011978
CF-0020963,2026-05-11,accounts_receivable,1710.30,0.00,-6734671.58,Recebimento titulo AR-0012675
CF-0020964,2026-05-11,accounts_receivable,936.78,0.00,-6733734.80,Recebimento titulo AR-0013372
CF-0020965,2026-05-11,accounts_receivable,756.15,0.00,-6732978.65,Recebimento titulo AR-0014069
CF-0020966,2026-05-11,accounts_payable,0.00,1520.64,-6734499.29,Pagamento titulo AP-0000925
CF-0020967,2026-05-11,accounts_payable,0.00,2101.25,-6736600.54,Pagamento titulo AP-0000955
CF-0020968,2026-05-11,accounts_payable,0.00,2246.40,-6738846.94,Pagamento titulo AP-0001975
CF-0020969,2026-05-11,accounts_payable,0.00,2827.01,-6741673.95,Pagamento titulo AP-0002005
CF-0020970,2026-05-11,accounts_payable,0.00,2972.16,-6744646.11,Pagamento titulo AP-0003025
CF-0020971,2026-05-11,accounts_payable,0.00,1375.49,-6746021.60,Pagamento titulo AP-0003055
CF-0020972,2026-05-11,accounts_payable,0.00,1520.64,-6747542.24,Pagamento titulo AP-0004075
CF-0020973,2026-05-11,accounts_payable,0.00,2101.25,-6749643.49,Pagamento titulo AP-0004105
CF-0020974,2026-05-11,accounts_payable,0.00,2246.40,-6751889.89,Pagamento titulo AP-0005125
CF-0020975,2026-05-11,accounts_payable,0.00,2827.01,-6754716.90,Pagamento titulo AP-0005155
CF-0020976,2026-05-11,accounts_payable,0.00,2972.16,-6757689.06,Pagamento titulo AP-0006175
CF-0020977,2026-05-11,accounts_payable,0.00,1375.49,-6759064.55,Pagamento titulo AP-0006205
CF-0020978,2026-05-11,accounts_payable,0.00,1520.64,-6760585.19,Pagamento titulo AP-0007225
CF-0020979,2026-05-11,accounts_payable,0.00,2101.25,-6762686.44,Pagamento titulo AP-0007255
CF-0020980,2026-05-11,accounts_payable,0.00,2246.40,-6764932.84,Pagamento titulo AP-0008275
CF-0020981,2026-05-11,accounts_payable,0.00,2827.01,-6767759.85,Pagamento titulo AP-0008305
CF-0020982,2026-05-11,accounts_payable,0.00,2972.16,-6770732.01,Pagamento titulo AP-0009325
CF-0020983,2026-05-11,accounts_payable,0.00,1375.49,-6772107.50,Pagamento titulo AP-0009355
CF-0020984,2026-05-11,accounts_payable,0.00,1520.64,-6773628.14,Pagamento titulo AP-0010375
CF-0020985,2026-05-11,accounts_payable,0.00,2101.25,-6775729.39,Pagamento titulo AP-0010405
CF-0020986,2026-05-11,administrative_expense,0.00,592.00,-6776321.39,Despesa administrativa recorrente
CF-0020987,2026-05-11,administrative_expense,0.00,755.00,-6777076.39,Despesa administrativa recorrente
CF-0020988,2026-05-11,administrative_expense,0.00,943.00,-6778019.39,Despesa administrativa recorrente
CF-0020989,2026-05-11,administrative_expense,0.00,666.00,-6778685.39,Despesa administrativa recorrente
CF-0020990,2026-05-11,administrative_expense,0.00,829.00,-6779514.39,Despesa administrativa recorrente
CF-0020991,2026-05-11,administrative_expense,0.00,1017.00,-6780531.39,Despesa administrativa recorrente
CF-0020992,2026-05-11,administrative_expense,0.00,1180.00,-6781711.39,Despesa administrativa recorrente
CF-0020993,2026-05-11,administrative_expense,0.00,1343.00,-6783054.39,Despesa administrativa recorrente
CF-0020994,2026-05-12,accounts_receivable,1631.42,0.00,-6781422.97,Recebimento titulo AR-0000757
CF-0020995,2026-05-12,accounts_receivable,570.43,0.00,-6780852.54,Recebimento titulo AR-0001454
CF-0020996,2026-05-12,accounts_receivable,1235.94,0.00,-6779616.60,Recebimento titulo AR-0002849
CF-0020997,2026-05-12,accounts_receivable,1433.18,0.00,-6778183.42,Recebimento titulo AR-0003546
CF-0020998,2026-05-12,accounts_receivable,1631.42,0.00,-6776552.00,Recebimento titulo AR-0004243
CF-0020999,2026-05-12,accounts_receivable,570.43,0.00,-6775981.57,Recebimento titulo AR-0004940
CF-0021000,2026-05-12,accounts_receivable,1039.73,0.00,-6774941.84,Recebimento titulo AR-0005638
CF-0021001,2026-05-12,accounts_receivable,1235.94,0.00,-6773705.90,Recebimento titulo AR-0006335
CF-0021002,2026-05-12,accounts_receivable,1433.18,0.00,-6772272.72,Recebimento titulo AR-0007032
CF-0021003,2026-05-12,accounts_receivable,1631.42,0.00,-6770641.30,Recebimento titulo AR-0007729
CF-0021004,2026-05-12,accounts_receivable,570.43,0.00,-6770070.87,Recebimento titulo AR-0008426
CF-0021005,2026-05-12,accounts_receivable,1039.73,0.00,-6769031.14,Recebimento titulo AR-0009124
CF-0021006,2026-05-12,accounts_receivable,1235.94,0.00,-6767795.20,Recebimento titulo AR-0009821
CF-0021007,2026-05-12,accounts_receivable,1433.18,0.00,-6766362.02,Recebimento titulo AR-0010518
CF-0021008,2026-05-12,accounts_receivable,1631.42,0.00,-6764730.60,Recebimento titulo AR-0011215
CF-0021009,2026-05-12,accounts_receivable,570.43,0.00,-6764160.17,Recebimento titulo AR-0011912
CF-0021010,2026-05-12,accounts_receivable,1039.73,0.00,-6763120.44,Recebimento titulo AR-0012610
CF-0021011,2026-05-12,accounts_receivable,1235.94,0.00,-6761884.50,Recebimento titulo AR-0013307
CF-0021012,2026-05-12,accounts_receivable,1433.18,0.00,-6760451.32,Recebimento titulo AR-0014004
CF-0021013,2026-05-12,accounts_payable,0.00,2391.55,-6762842.87,Pagamento titulo AP-0000295
CF-0021014,2026-05-12,accounts_payable,0.00,3117.31,-6765960.18,Pagamento titulo AP-0001345
CF-0021015,2026-05-12,accounts_payable,0.00,1665.79,-6767625.97,Pagamento titulo AP-0002395
CF-0021016,2026-05-12,accounts_payable,0.00,2391.55,-6770017.52,Pagamento titulo AP-0003445
CF-0021017,2026-05-12,accounts_payable,0.00,3117.31,-6773134.83,Pagamento titulo AP-0004495
CF-0021018,2026-05-12,accounts_payable,0.00,1665.79,-6774800.62,Pagamento titulo AP-0005545
CF-0021019,2026-05-12,accounts_payable,0.00,2391.55,-6777192.17,Pagamento titulo AP-0006595
CF-0021020,2026-05-12,accounts_payable,0.00,3117.31,-6780309.48,Pagamento titulo AP-0007645
CF-0021021,2026-05-12,accounts_payable,0.00,1665.79,-6781975.27,Pagamento titulo AP-0008695
CF-0021022,2026-05-12,accounts_payable,0.00,2391.55,-6784366.82,Pagamento titulo AP-0009745
CF-0021023,2026-05-12,accounts_payable,0.00,3117.31,-6787484.13,Pagamento titulo AP-0010795
CF-0021024,2026-05-13,accounts_receivable,968.83,0.00,-6786515.30,Recebimento titulo AR-0000102
CF-0021025,2026-05-13,accounts_receivable,901.88,0.00,-6785613.42,Recebimento titulo AR-0000492
CF-0021026,2026-05-13,accounts_receivable,1650.56,0.00,-6783962.86,Recebimento titulo AR-0000856
CF-0021027,2026-05-13,accounts_receivable,878.91,0.00,-6783083.95,Recebimento titulo AR-0001553
CF-0021028,2026-05-13,accounts_receivable,1294.60,0.00,-6781789.35,Recebimento titulo AR-0001886
CF-0021029,2026-05-13,accounts_receivable,1075.70,0.00,-6780713.65,Recebimento titulo AR-0002250
CF-0021030,2026-05-13,accounts_receivable,1492.49,0.00,-6779221.16,Recebimento titulo AR-0002583
CF-0021031,2026-05-13,accounts_receivable,849.01,0.00,-6778372.15,Recebimento titulo AR-0002947
CF-0021032,2026-05-13,accounts_receivable,1127.59,0.00,-6777244.56,Recebimento titulo AR-0003280
CF-0021033,2026-05-13,accounts_receivable,1453.25,0.00,-6775791.31,Recebimento titulo AR-0003645
CF-0021034,2026-05-13,accounts_receivable,901.88,0.00,-6774889.43,Recebimento titulo AR-0003978
CF-0021035,2026-05-13,accounts_receivable,1650.56,0.00,-6773238.87,Recebimento titulo AR-0004342
CF-0021036,2026-05-13,accounts_receivable,1097.74,0.00,-6772141.13,Recebimento titulo AR-0004675
CF-0021037,2026-05-13,accounts_receivable,1294.60,0.00,-6770846.53,Recebimento titulo AR-0005372
CF-0021038,2026-05-13,accounts_receivable,1075.70,0.00,-6769770.83,Recebimento titulo AR-0005736
CF-0021039,2026-05-13,accounts_receivable,1492.49,0.00,-6768278.34,Recebimento titulo AR-0006069
CF-0021040,2026-05-13,accounts_receivable,849.01,0.00,-6767429.33,Recebimento titulo AR-0006433
CF-0021041,2026-05-13,accounts_receivable,1127.59,0.00,-6766301.74,Recebimento titulo AR-0006766
CF-0021042,2026-05-13,accounts_receivable,1453.25,0.00,-6764848.49,Recebimento titulo AR-0007131
CF-0021043,2026-05-13,accounts_receivable,901.88,0.00,-6763946.61,Recebimento titulo AR-0007464
CF-0021044,2026-05-13,accounts_receivable,1650.56,0.00,-6762296.05,Recebimento titulo AR-0007828
CF-0021045,2026-05-13,accounts_receivable,1097.74,0.00,-6761198.31,Recebimento titulo AR-0008161
CF-0021046,2026-05-13,accounts_receivable,878.91,0.00,-6760319.40,Recebimento titulo AR-0008525
CF-0021047,2026-05-13,accounts_receivable,1294.60,0.00,-6759024.80,Recebimento titulo AR-0008858
CF-0021048,2026-05-13,accounts_receivable,849.01,0.00,-6758175.79,Recebimento titulo AR-0009919
CF-0021049,2026-05-13,accounts_receivable,1127.59,0.00,-6757048.20,Recebimento titulo AR-0010252
CF-0021050,2026-05-13,accounts_receivable,1453.25,0.00,-6755594.95,Recebimento titulo AR-0010617
CF-0021051,2026-05-13,accounts_receivable,901.88,0.00,-6754693.07,Recebimento titulo AR-0010950
CF-0021052,2026-05-13,accounts_receivable,1650.56,0.00,-6753042.51,Recebimento titulo AR-0011314
CF-0021053,2026-05-13,accounts_receivable,1097.74,0.00,-6751944.77,Recebimento titulo AR-0011647
CF-0021054,2026-05-13,accounts_receivable,878.91,0.00,-6751065.86,Recebimento titulo AR-0012011
CF-0021055,2026-05-13,accounts_receivable,1294.60,0.00,-6749771.26,Recebimento titulo AR-0012344
CF-0021056,2026-05-13,accounts_receivable,1075.70,0.00,-6748695.56,Recebimento titulo AR-0012708
CF-0021057,2026-05-13,accounts_receivable,1492.49,0.00,-6747203.07,Recebimento titulo AR-0013041
CF-0021058,2026-05-13,accounts_receivable,849.01,0.00,-6746354.06,Recebimento titulo AR-0013405
CF-0021059,2026-05-13,accounts_receivable,1453.25,0.00,-6744900.81,Recebimento titulo AR-0014103
CF-0021060,2026-05-13,accounts_receivable,901.88,0.00,-6743998.93,Recebimento titulo AR-0014436
CF-0021061,2026-05-13,accounts_payable,0.00,1810.94,-6745809.87,Pagamento titulo AP-0000715
CF-0021062,2026-05-13,accounts_payable,0.00,2818.80,-6748628.67,Pagamento titulo AP-0000806
CF-0021063,2026-05-13,accounts_payable,0.00,2536.70,-6751165.37,Pagamento titulo AP-0001765
CF-0021064,2026-05-13,accounts_payable,0.00,4280.40,-6755445.77,Pagamento titulo AP-0001856
CF-0021065,2026-05-13,accounts_payable,0.00,1085.18,-6756530.95,Pagamento titulo AP-0002815
CF-0021066,2026-05-13,accounts_payable,0.00,5742.00,-6762272.95,Pagamento titulo AP-0002906
CF-0021067,2026-05-13,accounts_payable,0.00,1810.94,-6764083.89,Pagamento titulo AP-0003865
CF-0021068,2026-05-13,accounts_payable,0.00,2818.80,-6766902.69,Pagamento titulo AP-0003956
CF-0021069,2026-05-13,accounts_payable,0.00,2536.70,-6769439.39,Pagamento titulo AP-0004915
CF-0021070,2026-05-13,accounts_payable,0.00,4280.40,-6773719.79,Pagamento titulo AP-0005006
CF-0021071,2026-05-13,accounts_payable,0.00,1085.18,-6774804.97,Pagamento titulo AP-0005965
CF-0021072,2026-05-13,accounts_payable,0.00,5742.00,-6780546.97,Pagamento titulo AP-0006056
CF-0021073,2026-05-13,accounts_payable,0.00,1810.94,-6782357.91,Pagamento titulo AP-0007015
CF-0021074,2026-05-13,accounts_payable,0.00,2818.80,-6785176.71,Pagamento titulo AP-0007106
CF-0021075,2026-05-13,accounts_payable,0.00,2536.70,-6787713.41,Pagamento titulo AP-0008065
CF-0021076,2026-05-13,accounts_payable,0.00,4280.40,-6791993.81,Pagamento titulo AP-0008156
CF-0021077,2026-05-13,accounts_payable,0.00,1085.18,-6793078.99,Pagamento titulo AP-0009115
CF-0021078,2026-05-13,accounts_payable,0.00,5742.00,-6798820.99,Pagamento titulo AP-0009206
CF-0021079,2026-05-13,accounts_payable,0.00,1810.94,-6800631.93,Pagamento titulo AP-0010165
CF-0021080,2026-05-13,accounts_payable,0.00,2818.80,-6803450.73,Pagamento titulo AP-0010256
CF-0021081,2026-05-14,accounts_receivable,936.78,0.00,-6802513.95,Recebimento titulo AR-0000590
CF-0021082,2026-05-14,accounts_receivable,1353.56,0.00,-6801160.39,Recebimento titulo AR-0000923
CF-0021083,2026-05-14,accounts_receivable,756.15,0.00,-6800404.24,Recebimento titulo AR-0001287
CF-0021084,2026-05-14,accounts_receivable,1034.73,0.00,-6799369.51,Recebimento titulo AR-0001620
CF-0021085,2026-05-14,accounts_receivable,1315.41,0.00,-6798054.10,Recebimento titulo AR-0001985
CF-0021086,2026-05-14,accounts_receivable,1728.94,0.00,-6796325.16,Recebimento titulo AR-0002318
CF-0021087,2026-05-14,accounts_receivable,1512.36,0.00,-6794812.80,Recebimento titulo AR-0002682
CF-0021088,2026-05-14,accounts_receivable,959.54,0.00,-6793853.26,Recebimento titulo AR-0003015
CF-0021089,2026-05-14,accounts_receivable,1710.30,0.00,-6792142.96,Recebimento titulo AR-0003379
CF-0021090,2026-05-14,accounts_receivable,1156.04,0.00,-6790986.92,Recebimento titulo AR-0003712
CF-0021091,2026-05-14,accounts_receivable,1353.56,0.00,-6789633.36,Recebimento titulo AR-0004409
CF-0021092,2026-05-14,accounts_receivable,756.15,0.00,-6788877.21,Recebimento titulo AR-0004773
CF-0021093,2026-05-14,accounts_receivable,1034.73,0.00,-6787842.48,Recebimento titulo AR-0005106
CF-0021094,2026-05-14,accounts_receivable,1315.41,0.00,-6786527.07,Recebimento titulo AR-0005471
CF-0021095,2026-05-14,accounts_receivable,1728.94,0.00,-6784798.13,Recebimento titulo AR-0005804
CF-0021096,2026-05-14,accounts_receivable,1512.36,0.00,-6783285.77,Recebimento titulo AR-0006168
CF-0021097,2026-05-14,accounts_receivable,959.54,0.00,-6782326.23,Recebimento titulo AR-0006501
CF-0021098,2026-05-14,accounts_receivable,1710.30,0.00,-6780615.93,Recebimento titulo AR-0006865
CF-0021099,2026-05-14,accounts_receivable,1156.04,0.00,-6779459.89,Recebimento titulo AR-0007198
CF-0021100,2026-05-14,accounts_receivable,936.78,0.00,-6778523.11,Recebimento titulo AR-0007562
CF-0021101,2026-05-14,accounts_receivable,1353.56,0.00,-6777169.55,Recebimento titulo AR-0007895
CF-0021102,2026-05-14,accounts_receivable,756.15,0.00,-6776413.40,Recebimento titulo AR-0008259
CF-0021103,2026-05-14,accounts_receivable,1315.41,0.00,-6775097.99,Recebimento titulo AR-0008957
CF-0021104,2026-05-14,accounts_receivable,1728.94,0.00,-6773369.05,Recebimento titulo AR-0009290
CF-0021105,2026-05-14,accounts_receivable,1512.36,0.00,-6771856.69,Recebimento titulo AR-0009654
CF-0021106,2026-05-14,accounts_receivable,959.54,0.00,-6770897.15,Recebimento titulo AR-0009987
CF-0021107,2026-05-14,accounts_receivable,1710.30,0.00,-6769186.85,Recebimento titulo AR-0010351
CF-0021108,2026-05-14,accounts_receivable,1156.04,0.00,-6768030.81,Recebimento titulo AR-0010684
CF-0021109,2026-05-14,accounts_receivable,936.78,0.00,-6767094.03,Recebimento titulo AR-0011048
CF-0021110,2026-05-14,accounts_receivable,1353.56,0.00,-6765740.47,Recebimento titulo AR-0011381
CF-0021111,2026-05-14,accounts_receivable,756.15,0.00,-6764984.32,Recebimento titulo AR-0011745
CF-0021112,2026-05-14,accounts_receivable,1034.73,0.00,-6763949.59,Recebimento titulo AR-0012078
CF-0021113,2026-05-14,accounts_receivable,1315.41,0.00,-6762634.18,Recebimento titulo AR-0012443
CF-0021114,2026-05-14,accounts_receivable,1512.36,0.00,-6761121.82,Recebimento titulo AR-0013140
CF-0021115,2026-05-14,accounts_receivable,959.54,0.00,-6760162.28,Recebimento titulo AR-0013473
CF-0021116,2026-05-14,accounts_receivable,1710.30,0.00,-6758451.98,Recebimento titulo AR-0013837
CF-0021117,2026-05-14,accounts_receivable,1156.04,0.00,-6757295.94,Recebimento titulo AR-0014170
CF-0021118,2026-05-14,accounts_receivable,936.78,0.00,-6756359.16,Recebimento titulo AR-0014534
