receipt_id,receivable_id,customer_external_id,received_date,amount_received,payment_method
RC-0023084,AR-0024214,CLI-0004,2025-05-31,1877.70,Boleto
RC-0023085,AR-0024215,CLI-0005,2025-07-01,1761.01,PIX
RC-0023086,AR-0024216,CLI-0036,2025-08-02,1806.52,Transferencia
RC-0023087,AR-0024217,CLI-0053,2025-09-02,560.89,Boleto
RC-0023088,AR-0024218,CLI-0053,2025-09-17,560.89,Boleto
RC-0023089,AR-0024219,CLI-0053,2025-10-02,560.89,Boleto
RC-0023090,AR-0024220,CLI-0070,2025-10-04,1851.33,PIX
RC-0023091,AR-0024221,CLI-0087,2025-11-05,1859.63,Transferencia
RC-0023092,AR-0024223,CLI-0121,2026-01-08,747.11,PIX
RC-0023093,AR-0024224,CLI-0121,2026-01-23,747.11,PIX
RC-0023094,AR-0024225,CLI-0121,2026-02-07,747.11,PIX
RC-0023095,AR-0024226,CLI-0138,2026-02-21,2249.78,Transferencia
RC-0023096,AR-0024227,CLI-0155,2026-03-17,1760.24,Boleto
RC-0023097,AR-0024228,CLI-0172,2026-04-19,1766.01,PIX
RC-0023098,AR-0024229,CLI-0189,2026-04-21,1039.73,Transferencia
RC-0023099,AR-0024230,CLI-0189,2026-05-06,1039.73,Transferencia
RC-0023100,AR-0024231,CLI-0206,2026-05-24,2112.80,Boleto
RC-0023101,AR-0024232,CLI-0223,2026-06-25,1961.45,PIX
RC-0023102,AR-0024233,CLI-0240,2026-07-28,1966.19,Transferencia
RC-0023103,AR-0024234,CLI-0257,2026-08-29,604.29,Boleto
RC-0023104,AR-0024235,CLI-0257,2026-09-13,604.29,Boleto
RC-0023105,AR-0024236,CLI-0257,2026-09-28,604.29,Boleto
RC-0023106,AR-0024237,CLI-0274,2024-09-19,2164.73,PIX
RC-0023107,AR-0024238,CLI-0291,2024-10-22,2214.45,Transferencia
RC-0023108,AR-0024239,CLI-0308,2024-11-20,2235.87,Boleto
RC-0023109,AR-0024240,CLI-0325,2025-01-04,1331.72,PIX
RC-0023110,AR-0024241,CLI-0325,2025-01-19,1331.72,PIX
RC-0023111,AR-0024242,CLI-0342,2025-01-22,2688.40,Transferencia
RC-0023112,AR-0024243,CLI-0359,2025-02-23,2115.37,Boleto
RC-0023113,AR-0024244,CLI-0376,2025-03-27,2162.39,PIX
RC-0023114,AR-0024245,CLI-0393,2025-04-25,1280.61,Transferencia
RC-0023115,AR-0024246,CLI-0393,2025-05-10,1280.61,Transferencia
RC-0023116,AR-0024247,CLI-0410,2025-05-27,2583.83,Boleto
RC-0023117,AR-0024248,CLI-0427,2025-06-28,2413.23,PIX
RC-0023118,AR-0024249,CLI-0444,2025-07-31,2433.88,Transferencia
RC-0023119,AR-0024250,CLI-0461,2025-08-29,571.87,Boleto
RC-0023120,AR-0024251,CLI-0461,2025-09-13,571.87,Boleto
RC-0023121,AR-0024252,CLI-0461,2025-09-28,571.87,Boleto
RC-0023122,AR-0024253,CLI-0461,2025-10-13,571.87,Boleto
RC-0023123,AR-0024254,CLI-0478,2025-09-30,2507.12,PIX
RC-0023124,AR-0024255,CLI-0495,2025-11-01,2508.97,Transferencia
RC-0023125,AR-0024256,CLI-0512,2025-12-02,2510.39,Boleto
RC-0023126,AR-0024257,CLI-0529,2026-01-03,1481.73,PIX
RC-0023127,AR-0024258,CLI-0529,2026-01-18,1481.73,PIX
RC-0023128,AR-0024260,CLI-0563,2026-03-19,2341.66,Boleto
RC-0023129,AR-0024261,CLI-0580,2026-04-21,2341.58,PIX
RC-0023130,AR-0024262,CLI-0597,2026-05-21,1374.15,Transferencia
RC-0023131,AR-0024263,CLI-0597,2026-06-05,1374.15,Transferencia
RC-0023132,AR-0024264,CLI-0614,2026-06-14,2747.35,Boleto
RC-0023133,AR-0024265,CLI-0011,2026-07-16,2576.16,PIX
RC-0023134,AR-0024266,CLI-0028,2026-08-18,2574.60,Transferencia
RC-0023135,AR-0024267,CLI-0045,2026-08-22,788.95,Boleto
RC-0023136,AR-0024268,CLI-0045,2026-09-06,788.95,Boleto
RC-0023137,AR-0024269,CLI-0045,2026-09-21,788.95,Boleto
RC-0023138,AR-0024270,CLI-0062,2024-09-14,2818.00,PIX
RC-0023139,AR-0024271,CLI-0079,2024-10-16,2837.61,Transferencia
RC-0023140,AR-0024272,CLI-0096,2024-11-16,2894.32,Boleto
RC-0023141,AR-0024273,CLI-0113,2024-12-19,1719.26,PIX
RC-0023142,AR-0024274,CLI-0113,2025-01-03,1719.26,PIX
RC-0023143,AR-0024276,CLI-0147,2025-02-19,2716.69,Boleto
RC-0023144,AR-0024277,CLI-0164,2025-03-23,2734.41,PIX
RC-0023145,AR-0024278,CLI-0181,2025-04-21,1090.91,Transferencia
RC-0023146,AR-0024279,CLI-0181,2025-05-06,1090.91,Transferencia
RC-0023147,AR-0024280,CLI-0181,2025-05-21,1090.91,Transferencia
RC-0023148,AR-0024281,CLI-0198,2025-05-23,3293.60,Boleto
RC-0023149,AR-0024282,CLI-0215,2025-06-23,3068.81,PIX
RC-0023150,AR-0024283,CLI-0232,2025-07-25,3087.85,Transferencia
RC-0023151,AR-0024284,CLI-0249,2025-08-25,952.74,Boleto
RC-0023152,AR-0024285,CLI-0249,2025-09-09,952.74,Boleto
RC-0023153,AR-0024286,CLI-0249,2025-09-24,952.74,Boleto
RC-0023154,AR-0024287,CLI-0266,2025-09-27,3166.27,PIX
RC-0023155,AR-0024288,CLI-0283,2025-10-30,3161.64,Transferencia
RC-0023156,AR-0024289,CLI-0300,2025-11-28,3156.62,Boleto
RC-0023157,AR-0024290,CLI-0317,2025-12-30,1859.22,PIX
RC-0023158,AR-0024291,CLI-0317,2026-01-14,1859.22,PIX
RC-0023159,AR-0024292,CLI-0334,2026-02-07,3711.62,Transferencia
RC-0023160,AR-0024294,CLI-0368,2026-04-14,2920.14,PIX
RC-0023161,AR-0024295,CLI-0385,2026-05-14,1710.30,Transferencia
RC-0023162,AR-0024296,CLI-0385,2026-05-29,1710.30,Transferencia
RC-0023163,AR-0024297,CLI-0402,2026-06-16,3412.86,Boleto
RC-0023164,AR-0024298,CLI-0419,2026-07-18,3152.49,PIX
RC-0023165,AR-0024299,CLI-0436,2026-08-20,3186.18,Transferencia
RC-0023166,AR-0024300,CLI-0453,2026-09-12,974.58,Boleto
RC-0023167,AR-0024301,CLI-0453,2026-09-27,974.58,Boleto
RC-0023168,AR-0024302,CLI-0453,2026-10-12,974.58,Boleto
RC-0023169,AR-0024303,CLI-0470,2024-10-08,3474.63,PIX
RC-0023170,AR-0024304,CLI-0487,2024-11-09,3492.63,Transferencia
RC-0023171,AR-0024305,CLI-0504,2024-12-10,3510.48,Boleto
RC-0023172,AR-0024306,CLI-0011,2024-12-14,657.08,PIX
RC-0023173,AR-0024307,CLI-0011,2024-12-29,657.08,PIX
RC-0023174,AR-0024308,CLI-0011,2025-01-13,657.08,PIX
RC-0023175,AR-0024309,CLI-0012,2025-01-14,1998.18,Transferencia
RC-0023176,AR-0024311,CLI-0014,2025-03-20,1599.51,PIX
RC-0023177,AR-0024312,CLI-0015,2025-04-19,950.94,Transferencia
RC-0023178,AR-0024313,CLI-0015,2025-05-04,950.94,Transferencia
RC-0023179,AR-0024314,CLI-0001,2025-05-19,1951.04,Boleto
RC-0023180,AR-0024315,CLI-0002,2025-06-19,1829.00,PIX
RC-0023181,AR-0024316,CLI-0003,2025-07-21,1851.33,Transferencia
RC-0023182,AR-0024317,CLI-0004,2025-08-21,574.55,Boleto
RC-0023183,AR-0024318,CLI-0004,2025-09-05,574.55,Boleto
RC-0023184,AR-0024319,CLI-0004,2025-09-20,574.55,Boleto
RC-0023185,AR-0024320,CLI-0005,2025-09-22,1895.58,PIX
RC-0023186,AR-0024321,CLI-0006,2025-10-24,1928.11,Transferencia
RC-0023187,AR-0024322,CLI-0007,2025-11-24,1935.54,Boleto
RC-0023188,AR-0024323,CLI-0008,2025-12-27,1146.09,PIX
RC-0023189,AR-0024324,CLI-0008,2026-01-11,1146.09,PIX
RC-0023190,AR-0024325,CLI-0009,2026-02-09,2299.90,Transferencia
RC-0023191,AR-0024326,CLI-0010,2026-03-05,1798.75,Boleto
RC-0023192,AR-0024327,CLI-0011,2026-04-07,1827.70,PIX
RC-0023193,AR-0024328,CLI-0012,2026-05-07,1075.70,Transferencia
RC-0023194,AR-0024329,CLI-0012,2026-05-22,1075.70,Transferencia
RC-0023195,AR-0024331,CLI-0014,2026-07-11,2001.60,PIX
RC-0023196,AR-0024332,CLI-0015,2026-08-13,2005.74,Transferencia
RC-0023197,AR-0024333,CLI-0001,2026-09-14,468.30,Boleto
RC-0023198,AR-0024334,CLI-0001,2026-09-29,468.30,Boleto
RC-0023199,AR-0024335,CLI-0001,2026-10-14,468.30,Boleto
RC-0023200,AR-0024336,CLI-0001,2026-10-29,468.30,Boleto
RC-0023201,AR-0024337,CLI-0002,2024-10-05,2235.87,PIX
RC-0023202,AR-0024338,CLI-0003,2024-11-07,2257.16,Transferencia
RC-0023203,AR-0024339,CLI-0004,2024-12-06,2278.30,Boleto
RC-0023204,AR-0024340,CLI-0005,2025-01-07,1356.59,PIX
RC-0023205,AR-0024341,CLI-0005,2025-01-22,1356.59,PIX
RC-0023206,AR-0024342,CLI-0006,2025-02-07,2773.50,Transferencia
RC-0023207,AR-0024343,CLI-0007,2025-03-11,2181.78,Boleto
RC-0023208,AR-0024344,CLI-0008,2025-04-12,2201.04,PIX
RC-0023209,AR-0024345,CLI-0009,2025-04-13,1303.14,Transferencia
RC-0023210,AR-0024346,CLI-0009,2025-04-28,1303.14,Transferencia
RC-0023211,AR-0024347,CLI-0010,2025-05-15,2628.59,Boleto
RC-0023212,AR-0024348,CLI-0011,2025-06-16,2486.40,PIX
RC-0023213,AR-0024349,CLI-0012,2025-07-19,2507.12,Transferencia
RC-0023214,AR-0024350,CLI-0013,2025-08-29,775.16,Boleto
RC-0023215,AR-0024351,CLI-0013,2025-09-13,775.16,Boleto
RC-0023216,AR-0024352,CLI-0013,2025-09-28,775.16,Boleto
RC-0023217,AR-0024353,CLI-0014,2025-09-18,2548.15,PIX
RC-0023218,AR-0024354,CLI-0015,2025-10-20,2549.40,Transferencia
RC-0023219,AR-0024355,CLI-0496,2025-11-20,2583.57,Boleto
RC-0023220,AR-0024356,CLI-0513,2025-12-22,1524.64,PIX
RC-0023221,AR-0024357,CLI-0513,2026-01-06,1524.64,PIX
RC-0023222,AR-0024358,CLI-0530,2026-02-02,3049.45,Transferencia
RC-0023223,AR-0024359,CLI-0547,2026-03-07,2377.30,Boleto
RC-0023224,AR-0024360,CLI-0564,2026-04-09,2376.69,PIX
RC-0023225,AR-0024361,CLI-0581,2026-05-09,941.87,Transferencia
RC-0023226,AR-0024362,CLI-0581,2026-05-24,941.87,Transferencia
RC-0023227,AR-0024363,CLI-0581,2026-06-08,941.87,Transferencia
RC-0023228,AR-0024365,CLI-0615,2026-07-04,2613.25,PIX
RC-0023229,AR-0024366,CLI-0012,2026-08-06,2611.13,Transferencia
RC-0023230,AR-0024367,CLI-0029,2026-09-07,799.98,Boleto
RC-0023231,AR-0024368,CLI-0029,2026-09-22,799.98,Boleto
RC-0023232,AR-0024369,CLI-0029,2026-10-07,799.98,Boleto
RC-0023233,AR-0024370,CLI-0046,2024-09-30,2894.32,PIX
RC-0023234,AR-0024371,CLI-0063,2024-11-01,2914.00,Transferencia
RC-0023235,AR-0024372,CLI-0080,2024-12-02,2933.53,Boleto
RC-0023236,AR-0024373,CLI-0097,2025-01-04,1742.22,PIX
RC-0023237,AR-0024374,CLI-0097,2025-01-19,1742.22,PIX
RC-0023238,AR-0024375,CLI-0114,2025-02-05,3507.17,Transferencia
RC-0023239,AR-0024376,CLI-0131,2025-03-07,2787.88,Boleto
RC-0023240,AR-0024377,CLI-0148,2025-04-08,2805.65,PIX
RC-0023241,AR-0024378,CLI-0165,2025-05-07,1657.16,Transferencia
RC-0023242,AR-0024379,CLI-0165,2025-05-22,1657.16,Transferencia
RC-0023243,AR-0024380,CLI-0182,2025-06-23,3334.89,Boleto
RC-0023244,AR-0024381,CLI-0199,2025-07-09,3106.76,PIX
RC-0023245,AR-0024382,CLI-0216,2025-08-10,3166.27,Transferencia
RC-0023246,AR-0024383,CLI-0233,2025-08-13,976.81,Boleto
RC-0023247,AR-0024384,CLI-0233,2025-08-28,976.81,Boleto
RC-0023248,AR-0024385,CLI-0233,2025-09-12,976.81,Boleto
RC-0023249,AR-0024386,CLI-0250,2025-09-15,3204.08,PIX
RC-0023250,AR-0024387,CLI-0267,2025-10-18,3198.87,Transferencia
RC-0023251,AR-0024388,CLI-0284,2025-11-16,3193.27,Boleto
RC-0023252,AR-0024389,CLI-0301,2025-12-18,1270.09,PIX
RC-0023253,AR-0024390,CLI-0301,2026-01-02,1270.09,PIX
RC-0023254,AR-0024391,CLI-0301,2026-01-17,1270.09,PIX
RC-0023255,AR-0024392,CLI-0318,2026-01-26,3802.88,Transferencia
RC-0023256,AR-0024393,CLI-0335,2026-02-28,2958.85,Boleto
RC-0023257,AR-0024394,CLI-0352,2026-04-02,2952.39,PIX
RC-0023258,AR-0024395,CLI-0369,2026-05-02,1728.94,Transferencia
RC-0023259,AR-0024396,CLI-0369,2026-05-17,1728.94,Transferencia
RC-0023260,AR-0024397,CLI-0386,2026-06-04,3495.01,Boleto
RC-0023261,AR-0024399,CLI-0420,2026-08-08,3219.68,Transferencia
RC-0023262,AR-0024400,CLI-0437,2026-08-31,984.68,Boleto
RC-0023263,AR-0024401,CLI-0437,2026-09-15,984.68,Boleto
RC-0023264,AR-0024402,CLI-0437,2026-09-30,984.68,Boleto
RC-0023265,AR-0024403,CLI-0454,2024-09-26,3510.48,PIX
RC-0023266,AR-0024404,CLI-0471,2024-10-28,1670.55,Transferencia
RC-0023267,AR-0024405,CLI-0488,2024-11-28,1693.37,Boleto
RC-0023268,AR-0024406,CLI-0505,2024-12-30,1012.48,PIX
RC-0023269,AR-0024407,CLI-0505,2025-01-14,1012.48,PIX
RC-0023270,AR-0024408,CLI-0522,2025-01-30,2051.55,Transferencia
RC-0023271,AR-0024409,CLI-0539,2025-03-03,1620.14,Boleto
RC-0023272,AR-0024410,CLI-0556,2025-04-05,1662.00,PIX
RC-0023273,AR-0024411,CLI-0573,2025-05-05,987.66,Transferencia
RC-0023274,AR-0024412,CLI-0573,2025-05-20,987.66,Transferencia
RC-0023275,AR-0024413,CLI-0590,2025-06-04,1999.44,Boleto
RC-0023276,AR-0024414,CLI-0607,2025-07-05,1873.53,PIX
RC-0023277,AR-0024415,CLI-0004,2025-08-06,1895.58,Transferencia
RC-0023278,AR-0024416,CLI-0021,2025-09-06,446.78,Boleto
RC-0023279,AR-0024417,CLI-0021,2025-09-21,446.78,Boleto
RC-0023280,AR-0024418,CLI-0021,2025-10-06,446.78,Boleto
RC-0023281,AR-0024419,CLI-0021,2025-10-21,446.78,Boleto
RC-0023282,AR-0024420,CLI-0038,2025-10-08,1964.62,PIX
RC-0023283,AR-0024421,CLI-0055,2025-11-09,1971.88,Transferencia
RC-0023284,AR-0024422,CLI-0072,2025-12-10,1978.70,Boleto
RC-0023285,AR-0024423,CLI-0089,2025-12-15,1171.19,PIX
RC-0023286,AR-0024424,CLI-0089,2025-12-30,1171.19,PIX
RC-0023287,AR-0024425,CLI-0106,2026-01-28,2380.18,Transferencia
RC-0023288,AR-0024426,CLI-0123,2026-02-21,1860.96,Boleto
RC-0023289,AR-0024427,CLI-0140,2026-03-26,1865.79,PIX
RC-0023290,AR-0024428,CLI-0157,2026-04-25,1097.74,Transferencia
RC-0023291,AR-0024429,CLI-0157,2026-05-10,1097.74,Transferencia
RC-0023292,AR-0024430,CLI-0174,2026-05-28,2200.23,Boleto
RC-0023293,AR-0024431,CLI-0191,2026-06-29,2068.18,PIX
RC-0023294,AR-0024433,CLI-0225,2026-09-02,636.39,Boleto
RC-0023295,AR-0024434,CLI-0225,2026-09-17,636.39,Boleto
RC-0023296,AR-0024435,CLI-0225,2026-10-02,636.39,Boleto
RC-0023297,AR-0024436,CLI-0242,2024-09-23,2278.30,PIX
RC-0023298,AR-0024437,CLI-0259,2024-10-26,2299.31,Transferencia
RC-0023299,AR-0024438,CLI-0276,2024-11-24,2350.42,Boleto
RC-0023300,AR-0024439,CLI-0293,2024-12-26,1399.18,PIX
RC-0023301,AR-0024440,CLI-0293,2025-01-10,1399.18,PIX
RC-0023302,AR-0024441,CLI-0310,2025-01-26,2823.07,Transferencia
RC-0023303,AR-0024442,CLI-0327,2025-02-27,2220.17,Boleto
RC-0023304,AR-0024443,CLI-0344,2025-03-31,2239.18,PIX
RC-0023305,AR-0024444,CLI-0006,2025-04-29,895.10,Transferencia
RC-0023306,AR-0024445,CLI-0006,2025-05-14,895.10,Transferencia
RC-0023307,AR-0024446,CLI-0006,2025-05-29,895.10,Transferencia
RC-0023308,AR-0024447,CLI-0007,2025-05-31,2707.70,Boleto
RC-0023309,AR-0024448,CLI-0008,2025-07-02,2527.71,PIX
RC-0023310,AR-0024449,CLI-0009,2025-08-04,2548.15,Transferencia
RC-0023311,AR-0024450,CLI-0010,2025-09-02,787.66,Boleto
RC-0023312,AR-0024451,CLI-0010,2025-09-17,787.66,Boleto
RC-0023313,AR-0024452,CLI-0010,2025-10-02,787.66,Boleto
RC-0023314,AR-0024453,CLI-0011,2025-10-04,2622.37,PIX
RC-0023315,AR-0024454,CLI-0012,2025-11-05,2623.17,Transferencia
RC-0023316,AR-0024455,CLI-0013,2025-12-21,2623.54,Boleto
RC-0023317,AR-0024456,CLI-0014,2026-01-07,1547.86,PIX
RC-0023318,AR-0024457,CLI-0014,2026-01-22,1547.86,PIX
RC-0023319,AR-0024458,CLI-0015,2026-02-18,3095.22,Transferencia
RC-0023320,AR-0024459,CLI-0001,2026-03-23,2444.13,Boleto
RC-0023321,AR-0024460,CLI-0002,2026-04-25,2443.10,PIX
RC-0023322,AR-0024461,CLI-0003,2026-04-27,1433.18,Transferencia
RC-0023323,AR-0024462,CLI-0003,2026-05-12,1433.18,Transferencia
RC-0023324,AR-0024463,CLI-0004,2026-05-21,2864.29,Boleto
RC-0023325,AR-0024464,CLI-0005,2026-06-22,2649.83,PIX
RC-0023326,AR-0024465,CLI-0006,2026-07-25,2682.15,Transferencia
RC-0023327,AR-0024466,CLI-0007,2026-08-26,821.62,Boleto
RC-0023328,AR-0024467,CLI-0007,2026-09-10,821.62,Boleto
RC-0023329,AR-0024468,CLI-0007,2026-09-25,821.62,Boleto
RC-0023330,AR-0024469,CLI-0008,2024-09-18,2933.53,PIX
RC-0023331,AR-0024470,CLI-0009,2024-10-20,2952.93,Transferencia
RC-0023332,AR-0024471,CLI-0010,2024-11-20,2972.18,Boleto
RC-0023333,AR-0024472,CLI-0011,2024-12-23,1191.92,PIX
RC-0023334,AR-0024473,CLI-0011,2025-01-07,1191.92,PIX
RC-0023335,AR-0024474,CLI-0011,2025-01-22,1191.92,PIX
RC-0023336,AR-0024475,CLI-0012,2025-01-24,3598.56,Transferencia
RC-0023337,AR-0024476,CLI-0013,2025-03-07,2823.31,Boleto
RC-0023338,AR-0024477,CLI-0014,2025-03-27,2840.82,PIX
RC-0023339,AR-0024478,CLI-0015,2025-04-25,1677.64,Transferencia
RC-0023340,AR-0024479,CLI-0015,2025-05-10,1677.64,Transferencia
RC-0023341,AR-0024480,CLI-0001,2025-05-27,3419.57,Boleto
RC-0023342,AR-0024481,CLI-0002,2025-06-27,3185.25,PIX
RC-0023343,AR-0024482,CLI-0003,2025-07-29,3204.08,Transferencia
RC-0023344,AR-0024483,CLI-0004,2025-08-29,988.32,Boleto
RC-0023345,AR-0024484,CLI-0004,2025-09-13,988.32,Boleto
RC-0023346,AR-0024485,CLI-0004,2025-09-28,988.32,Boleto
RC-0023347,AR-0024486,CLI-0005,2025-10-01,3241.33,PIX
RC-0023348,AR-0024487,CLI-0006,2025-11-03,3277.79,Transferencia
RC-0023349,AR-0024488,CLI-0007,2025-12-02,3271.72,Boleto
RC-0023350,AR-0024489,CLI-0008,2026-01-03,1926.50,PIX
RC-0023351,AR-0024490,CLI-0008,2026-01-18,1926.50,PIX
RC-0023352,AR-0024491,CLI-0009,2026-02-11,3844.94,Transferencia
RC-0023353,AR-0024492,CLI-0010,2026-03-16,2991.11,Boleto
RC-0023354,AR-0024493,CLI-0336,2026-04-18,3023.38,PIX
RC-0023355,AR-0024494,CLI-0353,2026-05-18,1770.34,Transferencia
RC-0023356,AR-0024495,CLI-0353,2026-06-02,1770.34,Transferencia
RC-0023357,AR-0024496,CLI-0370,2026-06-20,3531.82,Boleto
RC-0023358,AR-0024497,CLI-0387,2026-07-22,3261.60,PIX
RC-0023359,AR-0024498,CLI-0404,2026-08-24,3252.65,Transferencia
RC-0023360,AR-0024499,CLI-0421,2026-08-19,353.28,Boleto
RC-0023361,AR-0024500,CLI-0421,2026-09-03,353.28,Boleto
RC-0023362,AR-0024501,CLI-0421,2026-09-18,353.28,Boleto
RC-0023363,AR-0024502,CLI-0421,2026-10-03,353.28,Boleto
RC-0023364,AR-0024503,CLI-0438,2024-09-14,1693.37,PIX
RC-0023365,AR-0024504,CLI-0455,2024-10-30,1716.06,Transferencia
RC-0023366,AR-0024505,CLI-0472,2024-11-16,1738.60,Boleto
RC-0023367,AR-0024506,CLI-0489,2024-12-18,1039.00,PIX
RC-0023368,AR-0024507,CLI-0489,2025-01-02,1039.00,PIX
RC-0023369,AR-0024508,CLI-0506,2025-01-18,2131.70,Transferencia
RC-0023370,AR-0024509,CLI-0523,2025-02-19,1682.68,Boleto
RC-0023371,AR-0024510,CLI-0540,2025-03-24,1703.23,PIX
RC-0023372,AR-0024511,CLI-0557,2025-04-23,1011.70,Transferencia
RC-0023373,AR-0024512,CLI-0557,2025-05-08,1011.70,Transferencia
RC-0023374,AR-0024513,CLI-0574,2025-05-23,2047.23,Boleto
RC-0023375,AR-0024514,CLI-0591,2025-06-23,1942.50,PIX
RC-0023376,AR-0024515,CLI-0608,2025-07-25,1964.62,Transferencia
RC-0023377,AR-0024516,CLI-0005,2025-08-25,609.23,Boleto
RC-0023378,AR-0024517,CLI-0005,2025-09-09,609.23,Boleto
RC-0023379,AR-0024518,CLI-0005,2025-09-24,609.23,Boleto
RC-0023380,AR-0024519,CLI-0022,2025-09-26,2008.45,PIX
RC-0023381,AR-0024521,CLI-0056,2025-11-28,2047.72,Boleto
RC-0023382,AR-0024522,CLI-0073,2025-12-31,1211.66,PIX
RC-0023383,AR-0024523,CLI-0073,2026-01-15,1211.66,PIX
RC-0023384,AR-0024524,CLI-0090,2026-02-13,2429.83,Transferencia
RC-0023385,AR-0024525,CLI-0107,2026-03-09,1899.10,Boleto
RC-0023386,AR-0024526,CLI-0124,2026-04-11,1903.39,PIX
RC-0023387,AR-0024527,CLI-0141,2026-05-11,756.15,Transferencia
RC-0023388,AR-0024528,CLI-0141,2026-05-26,756.15,Transferencia
RC-0023389,AR-0024529,CLI-0141,2026-06-10,756.15,Transferencia
RC-0023390,AR-0024530,CLI-0158,2026-06-13,2272.74,Boleto
RC-0023391,AR-0024531,CLI-0175,2026-07-15,2107.92,PIX
RC-0023392,AR-0024532,CLI-0192,2026-08-17,2111.04,Transferencia
RC-0023393,AR-0024533,CLI-0209,2026-09-18,648.22,Boleto
RC-0023394,AR-0024534,CLI-0209,2026-10-03,648.22,Boleto
RC-0023395,AR-0024535,CLI-0209,2026-10-18,648.22,Boleto
RC-0023396,AR-0024536,CLI-0226,2024-10-09,2350.42,PIX
RC-0023397,AR-0024537,CLI-0243,2024-11-11,2371.50,Transferencia
RC-0023398,AR-0024538,CLI-0260,2024-12-22,2392.43,Boleto
RC-0023399,AR-0024539,CLI-0277,2024-12-14,1423.80,PIX
RC-0023400,AR-0024540,CLI-0277,2024-12-29,1423.80,PIX
RC-0023401,AR-0024541,CLI-0294,2025-01-14,2871.98,Transferencia
RC-0023402,AR-0024542,CLI-0311,2025-02-15,2287.49,Boleto
RC-0023403,AR-0024543,CLI-0328,2025-03-19,2306.55,PIX
RC-0023404,AR-0024544,CLI-0345,2025-04-17,1364.96,Transferencia
RC-0023405,AR-0024545,CLI-0345,2025-05-02,1364.96,Transferencia
RC-0023406,AR-0024546,CLI-0362,2025-05-19,2752.00,Boleto
RC-0023407,AR-0024547,CLI-0379,2025-06-20,2568.46,PIX
RC-0023408,AR-0024548,CLI-0396,2025-07-23,2622.37,Transferencia
RC-0023409,AR-0024549,CLI-0413,2025-08-21,810.44,Boleto
RC-0023410,AR-0024550,CLI-0413,2025-09-05,810.44,Boleto
RC-0023411,AR-0024551,CLI-0413,2025-09-20,810.44,Boleto
RC-0023412,AR-0024552,CLI-0430,2025-09-22,2662.98,PIX
RC-0023413,AR-0024553,CLI-0447,2025-10-24,2663.18,Transferencia
RC-0023414,AR-0024554,CLI-0464,2025-11-24,2662.96,Boleto
RC-0023415,AR-0024555,CLI-0481,2026-01-11,1060.90,PIX
RC-0023416,AR-0024556,CLI-0481,2026-01-26,1060.90,PIX
RC-0023417,AR-0024557,CLI-0481,2026-02-10,1060.90,PIX
RC-0023418,AR-0024558,CLI-0498,2026-02-06,3181.63,Transferencia
RC-0023419,AR-0024559,CLI-0515,2026-03-11,2479.40,Boleto
RC-0023420,AR-0024560,CLI-0532,2026-04-13,2477.84,PIX
RC-0023421,AR-0024561,CLI-0549,2026-05-13,1453.25,Transferencia
RC-0023422,AR-0024562,CLI-0549,2026-05-28,1453.25,Transferencia
RC-0023423,AR-0024563,CLI-0566,2026-06-06,2942.13,Boleto
RC-0023424,AR-0024564,CLI-0583,2026-07-08,2721.43,PIX
RC-0023425,AR-0024565,CLI-0600,2026-08-10,2718.29,Transferencia
RC-0023426,AR-0024566,CLI-0617,2026-09-11,832.52,Boleto
RC-0023427,AR-0024567,CLI-0617,2026-09-26,832.52,Boleto
RC-0023428,AR-0024568,CLI-0617,2026-10-11,832.52,Boleto
RC-0023429,AR-0024569,CLI-0014,2024-10-04,2972.18,PIX
RC-0023430,AR-0024570,CLI-0031,2024-11-05,3030.30,Transferencia
RC-0023431,AR-0024571,CLI-0048,2024-12-06,3049.62,Boleto
RC-0023432,AR-0024574,CLI-0082,2025-02-09,3643.67,Transferencia
RC-0023433,AR-0024575,CLI-0099,2025-03-11,2858.23,Boleto
RC-0023434,AR-0024576,CLI-0116,2025-04-12,2912.97,PIX
RC-0023435,AR-0024577,CLI-0133,2025-04-13,1720.04,Transferencia
RC-0023436,AR-0024578,CLI-0133,2025-04-28,1720.04,Transferencia
RC-0023437,AR-0024579,CLI-0150,2025-05-15,3460.41,Boleto
RC-0023438,AR-0024580,CLI-0167,2025-06-15,3222.78,PIX
RC-0023439,AR-0024581,CLI-0184,2025-07-17,3241.33,Transferencia
RC-0023440,AR-0024582,CLI-0001,2025-08-17,759.52,Boleto
RC-0023441,AR-0024583,CLI-0001,2025-09-01,759.52,Boleto
RC-0023442,AR-0024584,CLI-0001,2025-09-16,759.52,Boleto
RC-0023443,AR-0024585,CLI-0001,2025-10-01,759.52,Boleto
RC-0023444,AR-0024586,CLI-0002,2025-09-19,3320.87,PIX
RC-0023445,AR-0024587,CLI-0003,2025-10-22,3314.60,Transferencia
RC-0023446,AR-0024588,CLI-0004,2025-11-20,3307.95,Boleto
RC-0023447,AR-0024589,CLI-0005,2025-12-22,1947.54,PIX
RC-0023448,AR-0024590,CLI-0005,2026-01-06,1947.54,PIX
RC-0023449,AR-0024591,CLI-0006,2026-01-30,3937.31,Transferencia
RC-0023450,AR-0024592,CLI-0007,2026-03-04,3062.69,Boleto
RC-0023451,AR-0024593,CLI-0008,2026-04-06,3055.28,PIX
RC-0023452,AR-0024594,CLI-0009,2026-05-06,1788.76,Transferencia
RC-0023453,AR-0024595,CLI-0009,2026-05-21,1788.76,Transferencia
