source_record_id,sku,name,category,unit_of_measure,status,default_cost,default_price,tax_profile_ref,external_id
SRC-PROD-00567,SKU-NDB-00567,Iluminacao LED Modelo 0567,Iluminacao LED,RL,active,86.30,110.46,ICMS18,PRD-00567
SRC-PROD-00568,SKU-NDB-00568,Conexoes PVC Modelo 0568,Conexoes PVC,UN,active,87.20,120.34,ICMS18,PRD-00568
SRC-PROD-00569,SKU-NDB-00569,Tubos e Eletrodutos Modelo 0569,Tubos e Eletrodutos,CX,active,88.10,121.58,ICMS18,PRD-00569
SRC-PROD-00570,SKU-NDB-00570,Bombas Hidraulicas Modelo 0570,Bombas Hidraulicas,MT,active,89.00,122.82,ICMS18,PRD-00570
SRC-PROD-00571,SKU-NDB-00571,Ferramentas Modelo 0571,Ferramentas,RL,active,89.90,124.06,ICMS18,PRD-00571
SRC-PROD-00572,SKU-NDB-00572,Fixacao Modelo 0572,Fixacao,UN,active,90.80,125.30,ICMS18,PRD-00572
SRC-PROD-00573,SKU-NDB-00573,Painel Eletrico Modelo 0573,Painel Eletrico,CX,active,91.70,126.55,ICMS18,PRD-00573
SRC-PROD-00574,SKU-NDB-00574,Valvulas Modelo 0574,Valvulas,MT,inactive,92.60,118.53,ICMS18,PRD-00574
SRC-PROD-00575,SKU-NDB-00575,Acessorios Hidraulicos Modelo 0575,Acessorios Hidraulicos,RL,active,93.50,129.03,ICMS18,PRD-00575
SRC-PROD-00576,SKU-NDB-00576,Cabos e Fios Modelo 0576,Cabos e Fios,UN,active,94.40,130.27,ICMS18,PRD-00576
SRC-PROD-00577,SKU-NDB-00577,Disjuntores Modelo 0577,Disjuntores,CX,active,95.30,131.51,ICMS18,PRD-00577
SRC-PROD-00578,SKU-NDB-00578,Tomadas e Interruptores Modelo 0578,Tomadas e Interruptores,MT,active,96.20,132.76,ICMS18,PRD-00578
SRC-PROD-00579,SKU-NDB-00579,Iluminacao LED Modelo 0579,Iluminacao LED,RL,active,97.10,134.00,ICMS18,PRD-00579
SRC-PROD-00580,SKU-NDB-00580,Conexoes PVC Modelo 0580,Conexoes PVC,UN,active,98.00,135.24,ICMS18,PRD-00580
SRC-PROD-00581,SKU-NDB-00581,Tubos e Eletrodutos Modelo 0581,Tubos e Eletrodutos,CX,active,98.90,126.59,ICMS18,PRD-00581
SRC-PROD-00582,SKU-NDB-00582,Bombas Hidraulicas Modelo 0582,Bombas Hidraulicas,MT,active,99.80,137.72,ICMS18,PRD-00582
SRC-PROD-00583,SKU-NDB-00583,Ferramentas Modelo 0583,Ferramentas,RL,active,100.70,138.97,ICMS18,PRD-00583
SRC-PROD-00584,SKU-NDB-00584,Fixacao Modelo 0584,Fixacao,UN,active,101.60,140.21,ICMS18,PRD-00584
SRC-PROD-00585,SKU-NDB-00585,Painel Eletrico Modelo 0585,Painel Eletrico,CX,active,102.50,141.45,ICMS18,PRD-00585
SRC-PROD-00586,SKU-NDB-00586,Valvulas Modelo 0586,Valvulas,MT,active,103.40,142.69,ICMS18,PRD-00586
SRC-PROD-00587,SKU-NDB-00587,Acessorios Hidraulicos Modelo 0587,Acessorios Hidraulicos,RL,active,104.30,143.93,ICMS18,PRD-00587
SRC-PROD-00588,SKU-NDB-00588,Cabos e Fios Modelo 0588,Cabos e Fios,UN,active,105.20,134.66,ICMS18,PRD-00588
SRC-PROD-00589,SKU-NDB-00589,Disjuntores Modelo 0589,Disjuntores,CX,active,106.10,146.42,ICMS18,PRD-00589
SRC-PROD-00590,SKU-NDB-00590,Tomadas e Interruptores Modelo 0590,Tomadas e Interruptores,MT,active,107.00,147.66,ICMS18,PRD-00590
SRC-PROD-00591,SKU-NDB-00591,Iluminacao LED Modelo 0591,Iluminacao LED,RL,active,107.90,148.90,ICMS18,PRD-00591
SRC-PROD-00592,SKU-NDB-00592,Conexoes PVC Modelo 0592,Conexoes PVC,UN,active,108.80,150.14,ICMS18,PRD-00592
SRC-PROD-00593,SKU-NDB-00593,Tubos e Eletrodutos Modelo 0593,Tubos e Eletrodutos,CX,active,109.70,151.39,ICMS18,PRD-00593
SRC-PROD-00594,SKU-NDB-00594,Bombas Hidraulicas Modelo 0594,Bombas Hidraulicas,MT,active,110.60,152.63,ICMS18,PRD-00594
SRC-PROD-00595,SKU-NDB-00595,Ferramentas Modelo 0595,Ferramentas,RL,active,111.50,142.72,ICMS18,PRD-00595
SRC-PROD-00596,SKU-NDB-00596,Fixacao Modelo 0596,Fixacao,UN,active,112.40,155.11,ICMS18,PRD-00596
SRC-PROD-00597,SKU-NDB-00597,Painel Eletrico Modelo 0597,Painel Eletrico,CX,active,113.30,156.35,ICMS18,PRD-00597
SRC-PROD-00598,SKU-NDB-00598,Valvulas Modelo 0598,Valvulas,MT,active,114.20,157.60,ICMS18,PRD-00598
SRC-PROD-00599,SKU-NDB-00599,Acessorios Hidraulicos Modelo 0599,Acessorios Hidraulicos,RL,active,115.10,158.84,ICMS18,PRD-00599
SRC-PROD-00600,SKU-NDB-00600,Cabos e Fios Modelo 0600,Cabos e Fios,UN,active,8.00,11.04,ICMS18,PRD-00600
SRC-PROD-00601,SKU-NDB-00601,Disjuntores Modelo 0601,Disjuntores,CX,active,8.90,12.28,ICMS18,PRD-00601
SRC-PROD-00602,SKU-NDB-00602,Tomadas e Interruptores Modelo 0602,Tomadas e Interruptores,MT,active,9.80,12.54,ICMS18,PRD-00602
SRC-PROD-00603,SKU-NDB-00603,Iluminacao LED Modelo 0603,Iluminacao LED,RL,active,10.70,14.77,ICMS18,PRD-00603
SRC-PROD-00604,SKU-NDB-00604,Conexoes PVC Modelo 0604,Conexoes PVC,UN,active,11.60,16.01,ICMS18,PRD-00604
SRC-PROD-00605,SKU-NDB-00605,Tubos e Eletrodutos Modelo 0605,Tubos e Eletrodutos,CX,active,12.50,17.25,ICMS18,PRD-00605
SRC-PROD-00606,SKU-NDB-00606,Bombas Hidraulicas Modelo 0606,Bombas Hidraulicas,MT,active,13.40,18.49,ICMS18,PRD-00606
SRC-PROD-00607,SKU-NDB-00607,Ferramentas Modelo 0607,Ferramentas,RL,active,14.30,19.73,ICMS18,PRD-00607
SRC-PROD-00608,SKU-NDB-00608,Fixacao Modelo 0608,Fixacao,UN,active,15.20,20.98,ICMS18,PRD-00608
SRC-PROD-00609,SKU-NDB-00609,Painel Eletrico Modelo 0609,Painel Eletrico,CX,active,16.10,20.61,ICMS18,PRD-00609
SRC-PROD-00610,SKU-NDB-00610,Valvulas Modelo 0610,Valvulas,MT,active,17.00,23.46,ICMS18,PRD-00610
SRC-PROD-00611,SKU-NDB-00611,Acessorios Hidraulicos Modelo 0611,Acessorios Hidraulicos,RL,active,17.90,24.70,ICMS18,PRD-00611
SRC-PROD-00612,SKU-NDB-00612,Cabos e Fios Modelo 0612,Cabos e Fios,UN,active,18.80,25.94,ICMS18,PRD-00612
SRC-PROD-00613,SKU-NDB-00613,Disjuntores Modelo 0613,Disjuntores,CX,active,19.70,27.19,ICMS18,PRD-00613
SRC-PROD-00614,SKU-NDB-00614,Tomadas e Interruptores Modelo 0614,Tomadas e Interruptores,MT,active,20.60,28.43,ICMS18,PRD-00614
SRC-PROD-00615,SKU-NDB-00615,Iluminacao LED Modelo 0615,Iluminacao LED,RL,inactive,21.50,29.67,ICMS18,PRD-00615
SRC-PROD-00616,SKU-NDB-00616,Conexoes PVC Modelo 0616,Conexoes PVC,UN,active,22.40,28.67,ICMS18,PRD-00616
SRC-PROD-00617,SKU-NDB-00617,Tubos e Eletrodutos Modelo 0617,Tubos e Eletrodutos,CX,active,23.30,32.15,ICMS18,PRD-00617
SRC-PROD-00618,SKU-NDB-00618,Bombas Hidraulicas Modelo 0618,Bombas Hidraulicas,MT,active,24.20,33.40,ICMS18,PRD-00618
SRC-PROD-00619,SKU-NDB-00619,Ferramentas Modelo 0619,Ferramentas,RL,active,25.10,34.64,ICMS18,PRD-00619
SRC-PROD-00620,SKU-NDB-00620,Fixacao Modelo 0620,Fixacao,UN,active,26.00,35.88,ICMS18,PRD-00620
SRC-PROD-00621,SKU-NDB-00621,Painel Eletrico Modelo 0621,Painel Eletrico,CX,active,26.90,37.12,ICMS18,PRD-00621
SRC-PROD-00622,SKU-NDB-00622,Valvulas Modelo 0622,Valvulas,MT,active,27.80,38.36,ICMS18,PRD-00622
SRC-PROD-00623,SKU-NDB-00623,Acessorios Hidraulicos Modelo 0623,Acessorios Hidraulicos,RL,active,28.70,36.74,ICMS18,PRD-00623
SRC-PROD-00624,SKU-NDB-00624,Cabos e Fios Modelo 0624,Cabos e Fios,UN,active,29.60,40.85,ICMS18,PRD-00624
SRC-PROD-00625,SKU-NDB-00625,Disjuntores Modelo 0625,Disjuntores,CX,active,30.50,42.09,ICMS18,PRD-00625
SRC-PROD-00626,SKU-NDB-00626,Tomadas e Interruptores Modelo 0626,Tomadas e Interruptores,MT,active,31.40,43.33,ICMS18,PRD-00626
SRC-PROD-00627,SKU-NDB-00627,Iluminacao LED Modelo 0627,Iluminacao LED,RL,active,32.30,44.57,ICMS18,PRD-00627
SRC-PROD-00628,SKU-NDB-00628,Conexoes PVC Modelo 0628,Conexoes PVC,UN,active,33.20,45.82,ICMS18,PRD-00628
SRC-PROD-00629,SKU-NDB-00629,Tubos e Eletrodutos Modelo 0629,Tubos e Eletrodutos,CX,active,34.10,47.06,ICMS18,PRD-00629
SRC-PROD-00630,SKU-NDB-00630,Bombas Hidraulicas Modelo 0630,Bombas Hidraulicas,MT,active,35.00,44.80,ICMS18,PRD-00630
SRC-PROD-00631,SKU-NDB-00631,Ferramentas Modelo 0631,Ferramentas,RL,active,35.90,49.54,ICMS18,PRD-00631
SRC-PROD-00632,SKU-NDB-00632,Fixacao Modelo 0632,Fixacao,UN,active,36.80,50.78,ICMS18,PRD-00632
SRC-PROD-00633,SKU-NDB-00633,Painel Eletrico Modelo 0633,Painel Eletrico,CX,active,37.70,52.03,ICMS18,PRD-00633
SRC-PROD-00634,SKU-NDB-00634,Valvulas Modelo 0634,Valvulas,MT,active,38.60,53.27,ICMS18,PRD-00634
SRC-PROD-00635,SKU-NDB-00635,Acessorios Hidraulicos Modelo 0635,Acessorios Hidraulicos,RL,active,39.50,54.51,ICMS18,PRD-00635
SRC-PROD-00636,SKU-NDB-00636,Cabos e Fios Modelo 0636,Cabos e Fios,UN,active,40.40,55.75,ICMS18,PRD-00636
SRC-PROD-00637,SKU-NDB-00637,Disjuntores Modelo 0637,Disjuntores,CX,active,41.30,52.86,ICMS18,PRD-00637
SRC-PROD-00638,SKU-NDB-00638,Tomadas e Interruptores Modelo 0638,Tomadas e Interruptores,MT,active,42.20,58.24,ICMS18,PRD-00638
SRC-PROD-00639,SKU-NDB-00639,Iluminacao LED Modelo 0639,Iluminacao LED,RL,active,43.10,59.48,ICMS18,PRD-00639
SRC-PROD-00640,SKU-NDB-00640,Conexoes PVC Modelo 0640,Conexoes PVC,UN,active,44.00,60.72,ICMS18,PRD-00640
SRC-PROD-00641,SKU-NDB-00641,Tubos e Eletrodutos Modelo 0641,Tubos e Eletrodutos,CX,active,44.90,61.96,ICMS18,PRD-00641
SRC-PROD-00642,SKU-NDB-00642,Bombas Hidraulicas Modelo 0642,Bombas Hidraulicas,MT,active,45.80,63.20,ICMS18,PRD-00642
SRC-PROD-00643,SKU-NDB-00643,Ferramentas Modelo 0643,Ferramentas,RL,active,46.70,64.45,ICMS18,PRD-00643
SRC-PROD-00644,SKU-NDB-00644,Fixacao Modelo 0644,Fixacao,UN,active,47.60,60.93,ICMS18,PRD-00644
SRC-PROD-00645,SKU-NDB-00645,Painel Eletrico Modelo 0645,Painel Eletrico,CX,active,48.50,66.93,ICMS18,PRD-00645
SRC-PROD-00646,SKU-NDB-00646,Valvulas Modelo 0646,Valvulas,MT,active,49.40,68.17,ICMS18,PRD-00646
SRC-PROD-00647,SKU-NDB-00647,Acessorios Hidraulicos Modelo 0647,Acessorios Hidraulicos,RL,active,50.30,69.41,ICMS18,PRD-00647
SRC-PROD-00648,SKU-NDB-00648,Cabos e Fios Modelo 0648,Cabos e Fios,UN,active,51.20,70.66,ICMS18,PRD-00648
SRC-PROD-00649,SKU-NDB-00649,Disjuntores Modelo 0649,Disjuntores,CX,active,52.10,71.90,ICMS18,PRD-00649
SRC-PROD-00650,SKU-NDB-00650,Tomadas e Interruptores Modelo 0650,Tomadas e Interruptores,MT,active,53.00,73.14,ICMS18,PRD-00650
SRC-PROD-00651,SKU-NDB-00651,Iluminacao LED Modelo 0651,Iluminacao LED,RL,active,53.90,68.99,ICMS18,PRD-00651
SRC-PROD-00652,SKU-NDB-00652,Conexoes PVC Modelo 0652,Conexoes PVC,UN,active,54.80,75.62,ICMS18,PRD-00652
SRC-PROD-00653,SKU-NDB-00653,Tubos e Eletrodutos Modelo 0653,Tubos e Eletrodutos,CX,active,55.70,76.87,ICMS18,PRD-00653
SRC-PROD-00654,SKU-NDB-00654,Bombas Hidraulicas Modelo 0654,Bombas Hidraulicas,MT,active,56.60,78.11,ICMS18,PRD-00654
SRC-PROD-00655,SKU-NDB-00655,Ferramentas Modelo 0655,Ferramentas,RL,active,57.50,79.35,ICMS18,PRD-00655
SRC-PROD-00656,SKU-NDB-00656,Fixacao Modelo 0656,Fixacao,UN,inactive,58.40,80.59,ICMS18,PRD-00656
SRC-PROD-00657,SKU-NDB-00657,Painel Eletrico Modelo 0657,Painel Eletrico,CX,active,59.30,81.83,ICMS18,PRD-00657
SRC-PROD-00658,SKU-NDB-00658,Valvulas Modelo 0658,Valvulas,MT,active,60.20,77.06,ICMS18,PRD-00658
SRC-PROD-00659,SKU-NDB-00659,Acessorios Hidraulicos Modelo 0659,Acessorios Hidraulicos,RL,active,61.10,84.32,ICMS18,PRD-00659
SRC-PROD-00660,SKU-NDB-00660,Cabos e Fios Modelo 0660,Cabos e Fios,UN,active,62.00,85.56,ICMS18,PRD-00660
SRC-PROD-00661,SKU-NDB-00661,Disjuntores Modelo 0661,Disjuntores,CX,active,62.90,86.80,ICMS18,PRD-00661
SRC-PROD-00662,SKU-NDB-00662,Tomadas e Interruptores Modelo 0662,Tomadas e Interruptores,MT,active,63.80,88.04,ICMS18,PRD-00662
SRC-PROD-00663,SKU-NDB-00663,Iluminacao LED Modelo 0663,Iluminacao LED,RL,active,64.70,89.29,ICMS18,PRD-00663
SRC-PROD-00664,SKU-NDB-00664,Conexoes PVC Modelo 0664,Conexoes PVC,UN,active,65.60,90.53,ICMS18,PRD-00664
SRC-PROD-00665,SKU-NDB-00665,Tubos e Eletrodutos Modelo 0665,Tubos e Eletrodutos,CX,active,66.50,85.12,ICMS18,PRD-00665
SRC-PROD-00666,SKU-NDB-00666,Bombas Hidraulicas Modelo 0666,Bombas Hidraulicas,MT,active,67.40,93.01,ICMS18,PRD-00666
SRC-PROD-00667,SKU-NDB-00667,Ferramentas Modelo 0667,Ferramentas,RL,active,68.30,94.25,ICMS18,PRD-00667
SRC-PROD-00668,SKU-NDB-00668,Fixacao Modelo 0668,Fixacao,UN,active,69.20,95.50,ICMS18,PRD-00668
SRC-PROD-00669,SKU-NDB-00669,Painel Eletrico Modelo 0669,Painel Eletrico,CX,active,70.10,96.74,ICMS18,PRD-00669
SRC-PROD-00670,SKU-NDB-00670,Valvulas Modelo 0670,Valvulas,MT,active,71.00,97.98,ICMS18,PRD-00670
SRC-PROD-00671,SKU-NDB-00671,Acessorios Hidraulicos Modelo 0671,Acessorios Hidraulicos,RL,active,71.90,99.22,ICMS18,PRD-00671
SRC-PROD-00672,SKU-NDB-00672,Cabos e Fios Modelo 0672,Cabos e Fios,UN,active,72.80,93.18,ICMS18,PRD-00672
SRC-PROD-00673,SKU-NDB-00673,Disjuntores Modelo 0673,Disjuntores,CX,active,73.70,101.71,ICMS18,PRD-00673
SRC-PROD-00674,SKU-NDB-00674,Tomadas e Interruptores Modelo 0674,Tomadas e Interruptores,MT,active,74.60,102.95,ICMS18,PRD-00674
SRC-PROD-00675,SKU-NDB-00675,Iluminacao LED Modelo 0675,Iluminacao LED,RL,active,75.50,104.19,ICMS18,PRD-00675
SRC-PROD-00676,SKU-NDB-00676,Conexoes PVC Modelo 0676,Conexoes PVC,UN,active,76.40,105.43,ICMS18,PRD-00676
SRC-PROD-00677,SKU-NDB-00677,Tubos e Eletrodutos Modelo 0677,Tubos e Eletrodutos,CX,active,77.30,106.67,ICMS18,PRD-00677
SRC-PROD-00678,SKU-NDB-00678,Bombas Hidraulicas Modelo 0678,Bombas Hidraulicas,MT,active,78.20,107.92,ICMS18,PRD-00678
SRC-PROD-00679,SKU-NDB-00679,Ferramentas Modelo 0679,Ferramentas,RL,active,79.10,101.25,ICMS18,PRD-00679
SRC-PROD-00680,SKU-NDB-00680,Fixacao Modelo 0680,Fixacao,UN,active,80.00,110.40,ICMS18,PRD-00680
SRC-PROD-00681,SKU-NDB-00681,Painel Eletrico Modelo 0681,Painel Eletrico,CX,active,80.90,111.64,ICMS18,PRD-00681
SRC-PROD-00682,SKU-NDB-00682,Valvulas Modelo 0682,Valvulas,MT,active,81.80,112.88,ICMS18,PRD-00682
SRC-PROD-00683,SKU-NDB-00683,Acessorios Hidraulicos Modelo 0683,Acessorios Hidraulicos,RL,active,82.70,114.13,ICMS18,PRD-00683
SRC-PROD-00684,SKU-NDB-00684,Cabos e Fios Modelo 0684,Cabos e Fios,UN,active,83.60,115.37,ICMS18,PRD-00684
SRC-PROD-00685,SKU-NDB-00685,Disjuntores Modelo 0685,Disjuntores,CX,active,84.50,116.61,ICMS18,PRD-00685
SRC-PROD-00686,SKU-NDB-00686,Tomadas e Interruptores Modelo 0686,Tomadas e Interruptores,MT,active,85.40,109.31,ICMS18,PRD-00686
SRC-PROD-00687,SKU-NDB-00687,Iluminacao LED Modelo 0687,Iluminacao LED,RL,active,86.30,119.09,ICMS18,PRD-00687
SRC-PROD-00688,SKU-NDB-00688,Conexoes PVC Modelo 0688,Conexoes PVC,UN,active,87.20,120.34,ICMS18,PRD-00688
SRC-PROD-00689,SKU-NDB-00689,Tubos e Eletrodutos Modelo 0689,Tubos e Eletrodutos,CX,active,88.10,121.58,ICMS18,PRD-00689
SRC-PROD-00690,SKU-NDB-00690,Bombas Hidraulicas Modelo 0690,Bombas Hidraulicas,MT,active,89.00,122.82,ICMS18,PRD-00690
SRC-PROD-00691,SKU-NDB-00691,Ferramentas Modelo 0691,Ferramentas,RL,active,89.90,124.06,ICMS18,PRD-00691
SRC-PROD-00692,SKU-NDB-00692,Fixacao Modelo 0692,Fixacao,UN,active,90.80,125.30,ICMS18,PRD-00692
SRC-PROD-00693,SKU-NDB-00693,Painel Eletrico Modelo 0693,Painel Eletrico,CX,active,91.70,117.38,ICMS18,PRD-00693
SRC-PROD-00694,SKU-NDB-00694,Valvulas Modelo 0694,Valvulas,MT,active,92.60,127.79,ICMS18,PRD-00694
SRC-PROD-00695,SKU-NDB-00695,Acessorios Hidraulicos Modelo 0695,Acessorios Hidraulicos,RL,active,93.50,129.03,ICMS18,PRD-00695
SRC-PROD-00696,SKU-NDB-00696,Cabos e Fios Modelo 0696,Cabos e Fios,UN,active,94.40,130.27,ICMS18,PRD-00696
SRC-PROD-00697,SKU-NDB-00697,Disjuntores Modelo 0697,Disjuntores,CX,inactive,95.30,131.51,ICMS18,PRD-00697
SRC-PROD-00698,SKU-NDB-00698,Tomadas e Interruptores Modelo 0698,Tomadas e Interruptores,MT,active,96.20,132.76,ICMS18,PRD-00698
SRC-PROD-00699,SKU-NDB-00699,Iluminacao LED Modelo 0699,Iluminacao LED,RL,active,97.10,134.00,ICMS18,PRD-00699
SRC-PROD-00700,SKU-NDB-00700,Conexoes PVC Modelo 0700,Conexoes PVC,UN,active,98.00,125.44,ICMS18,PRD-00700
SRC-PROD-00701,SKU-NDB-00701,Tubos e Eletrodutos Modelo 0701,Tubos e Eletrodutos,CX,active,98.90,136.48,ICMS18,PRD-00701
SRC-PROD-00702,SKU-NDB-00702,Bombas Hidraulicas Modelo 0702,Bombas Hidraulicas,MT,active,99.80,137.72,ICMS18,PRD-00702
SRC-PROD-00703,SKU-NDB-00703,Ferramentas Modelo 0703,Ferramentas,RL,active,100.70,138.97,ICMS18,PRD-00703
SRC-PROD-00704,SKU-NDB-00704,Fixacao Modelo 0704,Fixacao,UN,active,101.60,140.21,ICMS18,PRD-00704
SRC-PROD-00705,SKU-NDB-00705,Painel Eletrico Modelo 0705,Painel Eletrico,CX,active,102.50,141.45,ICMS18,PRD-00705
SRC-PROD-00706,SKU-NDB-00706,Valvulas Modelo 0706,Valvulas,MT,active,103.40,142.69,ICMS18,PRD-00706
SRC-PROD-00707,SKU-NDB-00707,Acessorios Hidraulicos Modelo 0707,Acessorios Hidraulicos,RL,active,104.30,133.50,ICMS18,PRD-00707
SRC-PROD-00708,SKU-NDB-00708,Cabos e Fios Modelo 0708,Cabos e Fios,UN,active,105.20,145.18,ICMS18,PRD-00708
SRC-PROD-00709,SKU-NDB-00709,Disjuntores Modelo 0709,Disjuntores,CX,active,106.10,146.42,ICMS18,PRD-00709
SRC-PROD-00710,SKU-NDB-00710,Tomadas e Interruptores Modelo 0710,Tomadas e Interruptores,MT,active,107.00,147.66,ICMS18,PRD-00710
SRC-PROD-00711,SKU-NDB-00711,Iluminacao LED Modelo 0711,Iluminacao LED,RL,active,107.90,148.90,ICMS18,PRD-00711
SRC-PROD-00712,SKU-NDB-00712,Conexoes PVC Modelo 0712,Conexoes PVC,UN,active,108.80,150.14,ICMS18,PRD-00712
SRC-PROD-00713,SKU-NDB-00713,Tubos e Eletrodutos Modelo 0713,Tubos e Eletrodutos,CX,active,109.70,151.39,ICMS18,PRD-00713
SRC-PROD-00714,SKU-NDB-00714,Bombas Hidraulicas Modelo 0714,Bombas Hidraulicas,MT,active,110.60,141.57,ICMS18,PRD-00714
SRC-PROD-00715,SKU-NDB-00715,Ferramentas Modelo 0715,Ferramentas,RL,active,111.50,153.87,ICMS18,PRD-00715
SRC-PROD-00716,SKU-NDB-00716,Fixacao Modelo 0716,Fixacao,UN,active,112.40,155.11,ICMS18,PRD-00716
SRC-PROD-00717,SKU-NDB-00717,Painel Eletrico Modelo 0717,Painel Eletrico,CX,active,113.30,156.35,ICMS18,PRD-00717
SRC-PROD-00718,SKU-NDB-00718,Valvulas Modelo 0718,Valvulas,MT,active,114.20,157.60,ICMS18,PRD-00718
SRC-PROD-00719,SKU-NDB-00719,Acessorios Hidraulicos Modelo 0719,Acessorios Hidraulicos,RL,active,115.10,158.84,ICMS18,PRD-00719
SRC-PROD-00720,SKU-NDB-00720,Cabos e Fios Modelo 0720,Cabos e Fios,UN,active,8.00,11.04,ICMS18,PRD-00720
SRC-PROD-00721,SKU-NDB-00721,Disjuntores Modelo 0721,Disjuntores,CX,active,8.90,11.39,ICMS18,PRD-00721
SRC-PROD-00722,SKU-NDB-00722,Tomadas e Interruptores Modelo 0722,Tomadas e Interruptores,MT,active,9.80,13.52,ICMS18,PRD-00722
SRC-PROD-00723,SKU-NDB-00723,Iluminacao LED Modelo 0723,Iluminacao LED,RL,active,10.70,14.77,ICMS18,PRD-00723
SRC-PROD-00724,SKU-NDB-00724,Conexoes PVC Modelo 0724,Conexoes PVC,UN,active,11.60,16.01,ICMS18,PRD-00724
SRC-PROD-00725,SKU-NDB-00725,Tubos e Eletrodutos Modelo 0725,Tubos e Eletrodutos,CX,active,12.50,17.25,ICMS18,PRD-00725
SRC-PROD-00726,SKU-NDB-00726,Bombas Hidraulicas Modelo 0726,Bombas Hidraulicas,MT,active,13.40,18.49,ICMS18,PRD-00726
SRC-PROD-00727,SKU-NDB-00727,Ferramentas Modelo 0727,Ferramentas,RL,active,14.30,19.73,ICMS18,PRD-00727
SRC-PROD-00728,SKU-NDB-00728,Fixacao Modelo 0728,Fixacao,UN,active,15.20,19.46,ICMS18,PRD-00728
SRC-PROD-00729,SKU-NDB-00729,Painel Eletrico Modelo 0729,Painel Eletrico,CX,active,16.10,22.22,ICMS18,PRD-00729
SRC-PROD-00730,SKU-NDB-00730,Valvulas Modelo 0730,Valvulas,MT,active,17.00,23.46,ICMS18,PRD-00730
SRC-PROD-00731,SKU-NDB-00731,Acessorios Hidraulicos Modelo 0731,Acessorios Hidraulicos,RL,active,17.90,24.70,ICMS18,PRD-00731
SRC-PROD-00732,SKU-NDB-00732,Cabos e Fios Modelo 0732,Cabos e Fios,UN,active,18.80,25.94,ICMS18,PRD-00732
SRC-PROD-00733,SKU-NDB-00733,Disjuntores Modelo 0733,Disjuntores,CX,active,19.70,27.19,ICMS18,PRD-00733
SRC-PROD-00734,SKU-NDB-00734,Tomadas e Interruptores Modelo 0734,Tomadas e Interruptores,MT,active,20.60,28.43,ICMS18,PRD-00734
SRC-PROD-00735,SKU-NDB-00735,Iluminacao LED Modelo 0735,Iluminacao LED,RL,active,21.50,27.52,ICMS18,PRD-00735
SRC-PROD-00736,SKU-NDB-00736,Conexoes PVC Modelo 0736,Conexoes PVC,UN,active,22.40,30.91,ICMS18,PRD-00736
SRC-PROD-00737,SKU-NDB-00737,Tubos e Eletrodutos Modelo 0737,Tubos e Eletrodutos,CX,active,23.30,32.15,ICMS18,PRD-00737
SRC-PROD-00738,SKU-NDB-00738,Bombas Hidraulicas Modelo 0738,Bombas Hidraulicas,MT,inactive,24.20,33.40,ICMS18,PRD-00738
SRC-PROD-00739,SKU-NDB-00739,Ferramentas Modelo 0739,Ferramentas,RL,active,25.10,34.64,ICMS18,PRD-00739
SRC-PROD-00740,SKU-NDB-00740,Fixacao Modelo 0740,Fixacao,UN,active,26.00,35.88,ICMS18,PRD-00740
SRC-PROD-00741,SKU-NDB-00741,Painel Eletrico Modelo 0741,Painel Eletrico,CX,active,26.90,37.12,ICMS18,PRD-00741
SRC-PROD-00742,SKU-NDB-00742,Valvulas Modelo 0742,Valvulas,MT,active,27.80,35.58,ICMS18,PRD-00742
SRC-PROD-00743,SKU-NDB-00743,Acessorios Hidraulicos Modelo 0743,Acessorios Hidraulicos,RL,active,28.70,39.61,ICMS18,PRD-00743
SRC-PROD-00744,SKU-NDB-00744,Cabos e Fios Modelo 0744,Cabos e Fios,UN,active,29.60,40.85,ICMS18,PRD-00744
SRC-PROD-00745,SKU-NDB-00745,Disjuntores Modelo 0745,Disjuntores,CX,active,30.50,42.09,ICMS18,PRD-00745
SRC-PROD-00746,SKU-NDB-00746,Tomadas e Interruptores Modelo 0746,Tomadas e Interruptores,MT,active,31.40,43.33,ICMS18,PRD-00746
SRC-PROD-00747,SKU-NDB-00747,Iluminacao LED Modelo 0747,Iluminacao LED,RL,active,32.30,44.57,ICMS18,PRD-00747
SRC-PROD-00748,SKU-NDB-00748,Conexoes PVC Modelo 0748,Conexoes PVC,UN,active,33.20,45.82,ICMS18,PRD-00748
SRC-PROD-00749,SKU-NDB-00749,Tubos e Eletrodutos Modelo 0749,Tubos e Eletrodutos,CX,active,34.10,43.65,ICMS18,PRD-00749
SRC-PROD-00750,SKU-NDB-00750,Bombas Hidraulicas Modelo 0750,Bombas Hidraulicas,MT,active,35.00,48.30,ICMS18,PRD-00750
SRC-PROD-00751,SKU-NDB-00751,Ferramentas Modelo 0751,Ferramentas,RL,active,35.90,49.54,ICMS18,PRD-00751
SRC-PROD-00752,SKU-NDB-00752,Fixacao Modelo 0752,Fixacao,UN,active,36.80,50.78,ICMS18,PRD-00752
SRC-PROD-00753,SKU-NDB-00753,Painel Eletrico Modelo 0753,Painel Eletrico,CX,active,37.70,52.03,ICMS18,PRD-00753
SRC-PROD-00754,SKU-NDB-00754,Valvulas Modelo 0754,Valvulas,MT,active,38.60,53.27,ICMS18,PRD-00754
SRC-PROD-00755,SKU-NDB-00755,Acessorios Hidraulicos Modelo 0755,Acessorios Hidraulicos,RL,active,39.50,54.51,ICMS18,PRD-00755
