purchase_id,supplier_id,purchase_date,expected_delivery_date,actual_delivery_date,status,gross_amount,delay_days
PO-010019,SUP-031,2025-06-24,2025-07-15,2025-07-17,entregue,3259.44,2
PO-010020,SUP-036,2025-07-25,2025-08-16,2025-08-16,entregue,3329.28,0
PO-010021,SUP-041,2025-08-26,2025-09-18,2025-09-19,entregue,3399.79,1
PO-010022,SUP-046,2025-09-27,2025-10-21,2025-10-23,entregue,3470.98,2
PO-010023,SUP-051,2025-10-28,2025-11-22,2025-11-22,entregue,3542.83,0
PO-010024,SUP-056,2025-11-01,2025-11-27,2025-11-28,entregue,3615.36,1
PO-010025,SUP-061,2025-12-02,2025-12-29,2025-12-31,entregue,3688.56,2
PO-010026,SUP-066,2026-01-03,2026-01-13,2026-01-13,entregue,3762.43,0
PO-010027,SUP-071,2026-02-04,2026-02-15,2026-02-16,entregue,3836.98,1
PO-010028,SUP-076,2026-03-05,2026-03-17,2026-03-19,entregue,3912.19,2
PO-010029,SUP-081,2026-04-06,2026-04-19,2026-04-19,entregue,3988.08,0
PO-010030,SUP-001,2026-05-07,2026-05-21,2026-05-22,entregue,4064.64,1
PO-010031,SUP-006,2026-06-08,2026-06-23,2026-06-25,entregue,4141.87,2
PO-010032,SUP-011,2026-07-09,2026-07-25,2026-08-03,aberto,4219.78,9
PO-010033,SUP-016,2024-08-10,2024-08-27,2024-08-28,entregue,3606.00,1
PO-010034,SUP-021,2024-09-11,2024-09-29,2024-10-01,entregue,3677.18,2
PO-010035,SUP-026,2024-10-12,2024-10-31,2024-10-31,entregue,3749.04,0
PO-010036,SUP-031,2024-11-13,2024-12-03,2024-12-04,entregue,3821.57,1
PO-010037,SUP-036,2024-12-14,2025-01-04,2025-01-06,entregue,3894.77,2
PO-010038,SUP-041,2025-01-15,2025-02-06,2025-02-06,entregue,3968.64,0
PO-010039,SUP-046,2025-02-16,2025-03-11,2025-03-12,entregue,4043.18,1
PO-010040,SUP-051,2025-03-17,2025-04-10,2025-04-12,entregue,4118.40,2
PO-010041,SUP-056,2025-04-18,2025-05-13,2025-05-13,entregue,4194.29,0
PO-010042,SUP-061,2025-05-19,2025-06-14,2025-06-15,entregue,4270.85,1
PO-010043,SUP-066,2025-06-20,2025-07-17,2025-07-19,entregue,4348.08,2
PO-010044,SUP-071,2025-07-21,2025-07-31,2025-07-31,entregue,4425.98,0
PO-010045,SUP-076,2025-08-22,2025-09-02,2025-09-03,entregue,4504.56,1
PO-010046,SUP-081,2025-09-23,2025-10-05,2025-10-07,entregue,4583.81,2
PO-010047,SUP-001,2025-10-24,2025-11-06,2025-11-06,entregue,4663.73,0
PO-010048,SUP-006,2025-11-25,2025-12-09,2025-12-10,entregue,4744.32,1
PO-010049,SUP-011,2025-12-26,2026-01-10,2026-01-22,entregue,4825.58,12
PO-010050,SUP-016,2026-01-27,2026-02-12,2026-02-12,entregue,4907.52,0
PO-010051,SUP-021,2026-02-28,2026-03-17,2026-03-18,entregue,4990.13,1
PO-010052,SUP-026,2026-03-01,2026-03-19,2026-03-21,entregue,5073.41,2
PO-010053,SUP-031,2026-04-02,2026-04-21,2026-04-21,entregue,5157.36,0
PO-010054,SUP-036,2026-05-03,2026-05-23,2026-05-24,entregue,5241.98,1
PO-010055,SUP-041,2026-06-04,2026-06-25,2026-06-27,entregue,5327.28,2
PO-010056,SUP-046,2026-07-05,2026-07-27,2026-07-27,aberto,5413.25,0
PO-010057,SUP-051,2024-08-06,2024-08-29,2024-08-30,entregue,4614.00,1
PO-010058,SUP-056,2024-09-07,2024-10-01,2024-10-03,entregue,4693.25,2
PO-010059,SUP-061,2024-10-08,2024-11-02,2024-11-02,entregue,4773.17,0
PO-010060,SUP-066,2024-11-09,2024-12-05,2024-12-06,entregue,4853.76,1
PO-010061,SUP-071,2024-12-10,2025-01-06,2025-01-08,entregue,4935.02,2
PO-010062,SUP-076,2025-01-11,2025-01-21,2025-01-21,entregue,5016.96,0
PO-010063,SUP-081,2025-02-12,2025-02-23,2025-02-24,entregue,5099.57,1
PO-010064,SUP-001,2025-03-13,2025-03-25,2025-03-27,entregue,5182.85,2
PO-010065,SUP-006,2025-04-14,2025-04-27,2025-04-27,entregue,5266.80,0
PO-010066,SUP-011,2025-05-15,2025-05-29,2025-06-06,entregue,5351.42,8
PO-010067,SUP-016,2025-06-16,2025-07-01,2025-07-03,entregue,5436.72,2
PO-010068,SUP-021,2025-07-17,2025-08-02,2025-08-02,entregue,5522.69,0
PO-010069,SUP-026,2025-08-18,2025-09-04,2025-09-05,entregue,5609.33,1
PO-010070,SUP-031,2025-09-19,2025-10-07,2025-10-09,entregue,5696.64,2
PO-010071,SUP-036,2025-10-20,2025-11-08,2025-11-08,entregue,5784.62,0
PO-010072,SUP-041,2025-11-21,2025-12-11,2025-12-12,entregue,5873.28,1
PO-010073,SUP-046,2025-12-22,2026-01-12,2026-01-14,entregue,5962.61,2
PO-010074,SUP-051,2026-01-23,2026-02-14,2026-02-14,entregue,6052.61,0
PO-010075,SUP-056,2026-02-24,2026-03-19,2026-03-20,entregue,6143.28,1
PO-010076,SUP-061,2026-03-25,2026-04-18,2026-04-20,entregue,6234.62,2
PO-010077,SUP-066,2026-04-26,2026-05-21,2026-05-21,entregue,6326.64,0
PO-010078,SUP-071,2026-05-27,2026-06-22,2026-06-23,entregue,6419.33,1
PO-010079,SUP-076,2026-06-28,2026-07-25,2026-07-27,aberto,6512.69,2
PO-010080,SUP-081,2026-07-01,2026-07-11,2026-07-11,aberto,2131.20,0
PO-010081,SUP-001,2024-08-02,2024-08-13,2024-08-14,entregue,1842.00,1
PO-010082,SUP-006,2024-09-03,2024-09-15,2024-09-17,entregue,1899.07,2
PO-010083,SUP-011,2024-10-04,2024-10-17,2024-10-28,entregue,1956.82,11
PO-010084,SUP-016,2024-11-05,2024-11-19,2024-11-20,entregue,2015.23,1
PO-010085,SUP-021,2024-12-06,2024-12-21,2024-12-23,entregue,2074.32,2
PO-010086,SUP-026,2025-01-07,2025-01-23,2025-01-23,entregue,2134.08,0
PO-010087,SUP-031,2025-02-08,2025-02-25,2025-02-26,entregue,2194.51,1
PO-010088,SUP-036,2025-03-09,2025-03-27,2025-03-29,entregue,2255.62,2
PO-010089,SUP-041,2025-04-10,2025-04-29,2025-04-29,entregue,2317.39,0
PO-010090,SUP-046,2025-05-11,2025-05-31,2025-06-01,entregue,2379.84,1
PO-010091,SUP-051,2025-06-12,2025-07-03,2025-07-05,entregue,2442.96,2
PO-010092,SUP-056,2025-07-13,2025-08-04,2025-08-04,entregue,2506.75,0
PO-010093,SUP-061,2025-08-14,2025-09-06,2025-09-07,entregue,2571.22,1
PO-010094,SUP-066,2025-09-15,2025-10-09,2025-10-11,entregue,2636.35,2
PO-010095,SUP-071,2025-10-16,2025-11-10,2025-11-10,entregue,2702.16,0
PO-010096,SUP-076,2025-11-17,2025-12-13,2025-12-14,entregue,2768.64,1
PO-010097,SUP-081,2025-12-18,2026-01-14,2026-01-16,entregue,2835.79,2
PO-010098,SUP-001,2026-01-19,2026-01-29,2026-01-29,entregue,2903.62,0
PO-010099,SUP-006,2026-02-20,2026-03-03,2026-03-04,entregue,2972.11,1
PO-010100,SUP-011,2026-03-21,2026-04-02,2026-04-16,entregue,3041.28,14
PO-010101,SUP-016,2026-04-22,2026-05-05,2026-05-05,entregue,3111.12,0
PO-010102,SUP-021,2026-05-23,2026-06-06,2026-06-07,entregue,3181.63,1
PO-010103,SUP-026,2026-06-24,2026-07-09,2026-07-11,aberto,3252.82,2
PO-010104,SUP-031,2026-07-25,2026-08-10,2026-08-10,aberto,3324.67,0
PO-010105,SUP-036,2024-08-26,2024-09-12,2024-09-13,entregue,2850.00,1
PO-010106,SUP-041,2024-09-27,2024-10-15,2024-10-17,entregue,2915.14,2
PO-010107,SUP-046,2024-10-28,2024-11-16,2024-11-16,entregue,2980.94,0
PO-010108,SUP-051,2024-11-01,2024-11-21,2024-11-22,entregue,3047.42,1
PO-010109,SUP-056,2024-12-02,2024-12-23,2024-12-25,entregue,3114.58,2
PO-010110,SUP-061,2025-01-03,2025-01-25,2025-01-25,entregue,3182.40,0
PO-010111,SUP-066,2025-02-04,2025-02-27,2025-02-28,entregue,3250.90,1
PO-010112,SUP-071,2025-03-05,2025-03-29,2025-03-31,entregue,3320.06,2
PO-010113,SUP-076,2025-04-06,2025-05-01,2025-05-01,entregue,3389.90,0
PO-010114,SUP-081,2025-05-07,2025-06-02,2025-06-03,entregue,3460.42,1
PO-010115,SUP-001,2025-06-08,2025-07-05,2025-07-07,entregue,3531.60,2
PO-010116,SUP-006,2025-07-09,2025-07-19,2025-07-19,entregue,3603.46,0
PO-010117,SUP-011,2025-08-10,2025-08-21,2025-08-31,entregue,3675.98,10
PO-010118,SUP-016,2025-09-11,2025-09-23,2025-09-25,entregue,3749.18,2
PO-010119,SUP-021,2025-10-12,2025-10-25,2025-10-25,entregue,3823.06,0
PO-010120,SUP-026,2025-11-13,2025-11-27,2025-11-28,entregue,3897.60,1
PO-010121,SUP-031,2025-12-14,2025-12-29,2025-12-31,entregue,3972.82,2
PO-010122,SUP-036,2026-01-15,2026-01-31,2026-01-31,entregue,4048.70,0
PO-010123,SUP-041,2026-02-16,2026-03-05,2026-03-06,entregue,4125.26,1
PO-010124,SUP-046,2026-03-17,2026-04-04,2026-04-06,entregue,4202.50,2
PO-010125,SUP-051,2026-04-18,2026-05-07,2026-05-07,entregue,4280.40,0
PO-010126,SUP-056,2026-05-19,2026-06-08,2026-06-09,entregue,4358.98,1
PO-010127,SUP-061,2026-06-20,2026-07-11,2026-07-13,aberto,4438.22,2
PO-010128,SUP-066,2026-07-21,2026-08-12,2026-08-12,aberto,4518.14,0
PO-010129,SUP-071,2024-08-22,2024-09-14,2024-09-15,entregue,3858.00,1
PO-010130,SUP-076,2024-09-23,2024-10-17,2024-10-19,entregue,3931.20,2
PO-010131,SUP-081,2024-10-24,2024-11-18,2024-11-18,entregue,4005.07,0
PO-010132,SUP-001,2024-11-25,2024-12-21,2024-12-22,entregue,4079.62,1
PO-010133,SUP-006,2024-12-26,2025-01-22,2025-01-24,entregue,4154.83,2
PO-010134,SUP-011,2025-01-27,2025-02-06,2025-02-19,entregue,4230.72,13
PO-010135,SUP-016,2025-02-28,2025-03-11,2025-03-12,entregue,4307.28,1
PO-010136,SUP-021,2025-03-01,2025-03-13,2025-03-15,entregue,4384.51,2
PO-010137,SUP-026,2025-04-02,2025-04-15,2025-04-15,entregue,4462.42,0
PO-010138,SUP-031,2025-05-03,2025-05-17,2025-05-18,entregue,4540.99,1
PO-010139,SUP-036,2025-06-04,2025-06-19,2025-06-21,entregue,4620.24,2
PO-010140,SUP-041,2025-07-05,2025-07-21,2025-07-21,entregue,4700.16,0
PO-010141,SUP-046,2025-08-06,2025-08-23,2025-08-24,entregue,4780.75,1
PO-010142,SUP-051,2025-09-07,2025-09-25,2025-09-27,entregue,4862.02,2
PO-010143,SUP-056,2025-10-08,2025-10-27,2025-10-27,entregue,4943.95,0
PO-010144,SUP-061,2025-11-09,2025-11-29,2025-11-30,entregue,5026.56,1
PO-010145,SUP-066,2025-12-10,2025-12-31,2026-01-02,entregue,5109.84,2
PO-010146,SUP-071,2026-01-11,2026-02-02,2026-02-02,entregue,5193.79,0
PO-010147,SUP-076,2026-02-12,2026-03-07,2026-03-08,entregue,5278.42,1
PO-010148,SUP-081,2026-03-13,2026-04-06,2026-04-08,entregue,5363.71,2
PO-010149,SUP-001,2026-04-14,2026-05-09,2026-05-09,entregue,5449.68,0
PO-010150,SUP-006,2026-05-15,2026-06-10,2026-06-11,entregue,5536.32,1
PO-010151,SUP-011,2026-06-16,2026-07-13,2026-07-22,aberto,5623.63,9
PO-010152,SUP-016,2026-07-17,2026-07-27,2026-07-27,aberto,5711.62,0
PO-010153,SUP-021,2024-08-18,2024-08-29,2024-08-30,entregue,4866.00,1
PO-010154,SUP-026,2024-09-19,2024-10-01,2024-10-03,entregue,4947.26,2
PO-010155,SUP-031,2024-10-20,2024-11-02,2024-11-02,entregue,5029.20,0
PO-010156,SUP-036,2024-11-21,2024-12-05,2024-12-06,entregue,5111.81,1
PO-010157,SUP-041,2024-12-22,2025-01-06,2025-01-08,entregue,5195.09,2
PO-010158,SUP-046,2025-01-23,2025-02-08,2025-02-08,entregue,5279.04,0
PO-010159,SUP-051,2025-02-24,2025-03-13,2025-03-14,entregue,5363.66,1
PO-010160,SUP-056,2025-03-25,2025-04-12,2025-04-14,entregue,5448.96,2
PO-010161,SUP-061,2025-04-26,2025-05-15,2025-05-15,entregue,5534.93,0
PO-010162,SUP-066,2025-05-27,2025-06-16,2025-06-17,entregue,5621.57,1
PO-010163,SUP-071,2025-06-28,2025-07-19,2025-07-21,entregue,5708.88,2
PO-010164,SUP-076,2025-07-01,2025-07-23,2025-07-23,entregue,5796.86,0
PO-010165,SUP-081,2025-08-02,2025-08-25,2025-08-26,entregue,5885.52,1
PO-010166,SUP-001,2025-09-03,2025-09-27,2025-09-29,entregue,5974.85,2
PO-010167,SUP-006,2025-10-04,2025-10-29,2025-10-29,entregue,6064.85,0
PO-010168,SUP-011,2025-11-05,2025-12-01,2025-12-13,entregue,6155.52,12
PO-010169,SUP-016,2025-12-06,2026-01-02,2026-01-04,entregue,6246.86,2
PO-010170,SUP-021,2026-01-07,2026-01-17,2026-01-17,entregue,2044.80,0
PO-010171,SUP-026,2026-02-08,2026-02-19,2026-02-20,entregue,2107.25,1
PO-010172,SUP-031,2026-03-09,2026-03-21,2026-03-23,entregue,2170.37,2
PO-010173,SUP-036,2026-04-10,2026-04-23,2026-04-23,entregue,2234.16,0
PO-010174,SUP-041,2026-05-11,2026-05-25,2026-05-26,entregue,2298.62,1
PO-010175,SUP-046,2026-06-12,2026-06-27,2026-06-29,entregue,2363.76,2
PO-010176,SUP-051,2026-07-13,2026-07-29,2026-07-29,aberto,2429.57,0
PO-010177,SUP-056,2024-08-14,2024-08-31,2024-09-01,entregue,2094.00,1
PO-010178,SUP-061,2024-09-15,2024-10-03,2024-10-05,entregue,2153.09,2
PO-010179,SUP-066,2024-10-16,2024-11-04,2024-11-04,entregue,2212.85,0
PO-010180,SUP-071,2024-11-17,2024-12-07,2024-12-08,entregue,2273.28,1
PO-010181,SUP-076,2024-12-18,2025-01-08,2025-01-10,entregue,2334.38,2
PO-010182,SUP-081,2025-01-19,2025-02-10,2025-02-10,entregue,2396.16,0
PO-010183,SUP-001,2025-02-20,2025-03-15,2025-03-16,entregue,2458.61,1
PO-010184,SUP-006,2025-03-21,2025-04-14,2025-04-16,entregue,2521.73,2
PO-010185,SUP-011,2025-04-22,2025-05-17,2025-05-25,entregue,2585.52,8
PO-010186,SUP-016,2025-05-23,2025-06-18,2025-06-19,entregue,2649.98,1
PO-010187,SUP-021,2025-06-24,2025-07-21,2025-07-23,entregue,2715.12,2
PO-010188,SUP-026,2025-07-25,2025-08-04,2025-08-04,entregue,2780.93,0
PO-010189,SUP-031,2025-08-26,2025-09-06,2025-09-07,entregue,2847.41,1
PO-010190,SUP-036,2025-09-27,2025-10-09,2025-10-11,entregue,2914.56,2
PO-010191,SUP-041,2025-10-28,2025-11-10,2025-11-10,entregue,2982.38,0
PO-010192,SUP-046,2025-11-01,2025-11-15,2025-11-16,entregue,3050.88,1
PO-010193,SUP-051,2025-12-02,2025-12-17,2025-12-19,entregue,3120.05,2
PO-010194,SUP-056,2026-01-03,2026-01-19,2026-01-19,entregue,3189.89,0
PO-010195,SUP-061,2026-02-04,2026-02-21,2026-02-22,entregue,3260.40,1
PO-010196,SUP-066,2026-03-05,2026-03-23,2026-03-25,entregue,3331.58,2
PO-010197,SUP-071,2026-04-06,2026-04-25,2026-04-25,entregue,3403.44,0
PO-010198,SUP-076,2026-05-07,2026-05-27,2026-05-28,entregue,3475.97,1
PO-010199,SUP-081,2026-06-08,2026-06-29,2026-07-01,entregue,3549.17,2
PO-010200,SUP-001,2026-07-09,2026-07-31,2026-07-31,aberto,3623.04,0
PO-010201,SUP-006,2024-08-10,2024-09-02,2024-09-03,entregue,3102.00,1
PO-010202,SUP-011,2024-09-11,2024-10-05,2024-10-16,entregue,3169.15,11
PO-010203,SUP-016,2024-10-12,2024-11-06,2024-11-06,entregue,3236.98,0
PO-010204,SUP-021,2024-11-13,2024-12-09,2024-12-10,entregue,3305.47,1
PO-010205,SUP-026,2024-12-14,2025-01-10,2025-01-12,entregue,3374.64,2
PO-010206,SUP-031,2025-01-15,2025-01-25,2025-01-25,entregue,3444.48,0
PO-010207,SUP-036,2025-02-16,2025-02-27,2025-02-28,entregue,3514.99,1
PO-010208,SUP-041,2025-03-17,2025-03-29,2025-03-31,entregue,3586.18,2
PO-010209,SUP-046,2025-04-18,2025-05-01,2025-05-01,entregue,3658.03,0
PO-010210,SUP-051,2025-05-19,2025-06-02,2025-06-03,entregue,3730.56,1
PO-010211,SUP-056,2025-06-20,2025-07-05,2025-07-07,entregue,3803.76,2
PO-010212,SUP-061,2025-07-21,2025-08-06,2025-08-06,entregue,3877.63,0
PO-010213,SUP-066,2025-08-22,2025-09-08,2025-09-09,entregue,3952.18,1
PO-010214,SUP-071,2025-09-23,2025-10-11,2025-10-13,entregue,4027.39,2
PO-010215,SUP-076,2025-10-24,2025-11-12,2025-11-12,entregue,4103.28,0
PO-010216,SUP-081,2025-11-25,2025-12-15,2025-12-16,entregue,4179.84,1
PO-010217,SUP-001,2025-12-26,2026-01-16,2026-01-18,entregue,4257.07,2
PO-010218,SUP-006,2026-01-27,2026-02-18,2026-02-18,entregue,4334.98,0
PO-010219,SUP-011,2026-02-28,2026-03-23,2026-04-06,entregue,4413.55,14
PO-010220,SUP-016,2026-03-01,2026-03-25,2026-03-27,entregue,4492.80,2
PO-010221,SUP-021,2026-04-02,2026-04-27,2026-04-27,entregue,4572.72,0
PO-010222,SUP-026,2026-05-03,2026-05-29,2026-05-30,entregue,4653.31,1
PO-010223,SUP-031,2026-06-04,2026-07-01,2026-07-03,entregue,4734.58,2
PO-010224,SUP-036,2026-07-05,2026-07-15,2026-07-15,aberto,4816.51,0
PO-010225,SUP-041,2024-08-06,2024-08-17,2024-08-18,entregue,4110.00,1
PO-010226,SUP-046,2024-09-07,2024-09-19,2024-09-21,entregue,4185.22,2
PO-010227,SUP-051,2024-10-08,2024-10-21,2024-10-21,entregue,4261.10,0
PO-010228,SUP-056,2024-11-09,2024-11-23,2024-11-24,entregue,4337.66,1
PO-010229,SUP-061,2024-12-10,2024-12-25,2024-12-27,entregue,4414.90,2
PO-010230,SUP-066,2025-01-11,2025-01-27,2025-01-27,entregue,4492.80,0
PO-010231,SUP-071,2025-02-12,2025-03-01,2025-03-02,entregue,4571.38,1
PO-010232,SUP-076,2025-03-13,2025-03-31,2025-04-02,entregue,4650.62,2
PO-010233,SUP-081,2025-04-14,2025-05-03,2025-05-03,entregue,4730.54,0
PO-010234,SUP-001,2025-05-15,2025-06-04,2025-06-05,entregue,4811.14,1
PO-010235,SUP-006,2025-06-16,2025-07-07,2025-07-09,entregue,4892.40,2
PO-010236,SUP-011,2025-07-17,2025-08-08,2025-08-18,entregue,4974.34,10
PO-010237,SUP-016,2025-08-18,2025-09-10,2025-09-11,entregue,5056.94,1
PO-010238,SUP-021,2025-09-19,2025-10-13,2025-10-15,entregue,5140.22,2
PO-010239,SUP-026,2025-10-20,2025-11-14,2025-11-14,entregue,5224.18,0
PO-010240,SUP-031,2025-11-21,2025-12-17,2025-12-18,entregue,5308.80,1
PO-010241,SUP-036,2025-12-22,2026-01-18,2026-01-20,entregue,5394.10,2
PO-010242,SUP-041,2026-01-23,2026-02-02,2026-02-02,entregue,5480.06,0
PO-010243,SUP-046,2026-02-24,2026-03-07,2026-03-08,entregue,5566.70,1
PO-010244,SUP-051,2026-03-25,2026-04-06,2026-04-08,entregue,5654.02,2
PO-010245,SUP-056,2026-04-26,2026-05-09,2026-05-09,entregue,5742.00,0
PO-010246,SUP-061,2026-05-27,2026-06-10,2026-06-11,entregue,5830.66,1
PO-010247,SUP-066,2026-06-28,2026-07-13,2026-07-15,aberto,5919.98,2
PO-010248,SUP-071,2026-07-01,2026-07-17,2026-07-17,aberto,6009.98,0
PO-010249,SUP-076,2024-08-02,2024-08-19,2024-08-20,entregue,5118.00,1
PO-010250,SUP-081,2024-09-03,2024-09-21,2024-09-23,entregue,5201.28,2
PO-010251,SUP-001,2024-10-04,2024-10-23,2024-10-23,entregue,5285.23,0
PO-010252,SUP-006,2024-11-05,2024-11-25,2024-11-26,entregue,5369.86,1
PO-010253,SUP-011,2024-12-06,2024-12-27,2025-01-09,entregue,5455.15,13
PO-010254,SUP-016,2025-01-07,2025-01-29,2025-01-29,entregue,5541.12,0
PO-010255,SUP-021,2025-02-08,2025-03-03,2025-03-04,entregue,5627.76,1
PO-010256,SUP-026,2025-03-09,2025-04-02,2025-04-04,entregue,5715.07,2
PO-010257,SUP-031,2025-04-10,2025-05-05,2025-05-05,entregue,5803.06,0
PO-010258,SUP-036,2025-05-11,2025-06-06,2025-06-07,entregue,5891.71,1
PO-010259,SUP-041,2025-06-12,2025-07-09,2025-07-11,entregue,5981.04,2
PO-010260,SUP-046,2025-07-13,2025-07-23,2025-07-23,entregue,1958.40,0
PO-010261,SUP-051,2025-08-14,2025-08-25,2025-08-26,entregue,2018.83,1
PO-010262,SUP-056,2025-09-15,2025-09-27,2025-09-29,entregue,2079.94,2
PO-010263,SUP-061,2025-10-16,2025-10-29,2025-10-29,entregue,2141.71,0
PO-010264,SUP-066,2025-11-17,2025-12-01,2025-12-02,entregue,2204.16,1
PO-010265,SUP-071,2025-12-18,2026-01-02,2026-01-04,entregue,2267.28,2
PO-010266,SUP-076,2026-01-19,2026-02-04,2026-02-04,entregue,2331.07,0
PO-010267,SUP-081,2026-02-20,2026-03-09,2026-03-10,entregue,2395.54,1
PO-010268,SUP-001,2026-03-21,2026-04-08,2026-04-10,entregue,2460.67,2
PO-010269,SUP-006,2026-04-22,2026-05-11,2026-05-11,entregue,2526.48,0
PO-010270,SUP-011,2026-05-23,2026-06-12,2026-06-21,entregue,2592.96,9
PO-010271,SUP-016,2026-06-24,2026-07-15,2026-07-17,aberto,2660.11,2
PO-010272,SUP-021,2026-07-25,2026-08-16,2026-08-16,aberto,2727.94,0
PO-010273,SUP-026,2024-08-26,2024-09-18,2024-09-19,entregue,2346.00,1
PO-010274,SUP-031,2024-09-27,2024-10-21,2024-10-23,entregue,2407.10,2
PO-010275,SUP-036,2024-10-28,2024-11-22,2024-11-22,entregue,2468.88,0
PO-010276,SUP-041,2024-11-01,2024-11-27,2024-11-28,entregue,2531.33,1
PO-010277,SUP-046,2024-12-02,2024-12-29,2024-12-31,entregue,2594.45,2
PO-010278,SUP-051,2025-01-03,2025-01-13,2025-01-13,entregue,2658.24,0
PO-010279,SUP-056,2025-02-04,2025-02-15,2025-02-16,entregue,2722.70,1
PO-010280,SUP-061,2025-03-05,2025-03-17,2025-03-19,entregue,2787.84,2
PO-010281,SUP-066,2025-04-06,2025-04-19,2025-04-19,entregue,2853.65,0
PO-010282,SUP-071,2025-05-07,2025-05-21,2025-05-22,entregue,2920.13,1
PO-010283,SUP-076,2025-06-08,2025-06-23,2025-06-25,entregue,2987.28,2
PO-010284,SUP-081,2025-07-09,2025-07-25,2025-07-25,entregue,3055.10,0
PO-010285,SUP-001,2025-08-10,2025-08-27,2025-08-28,entregue,3123.60,1
PO-010286,SUP-006,2025-09-11,2025-09-29,2025-10-01,entregue,3192.77,2
PO-010287,SUP-011,2025-10-12,2025-10-31,2025-11-12,entregue,3262.61,12
PO-010288,SUP-016,2025-11-13,2025-12-03,2025-12-04,entregue,3333.12,1
PO-010289,SUP-021,2025-12-14,2026-01-04,2026-01-06,entregue,3404.30,2
PO-010290,SUP-026,2026-01-15,2026-02-06,2026-02-06,entregue,3476.16,0
PO-010291,SUP-031,2026-02-16,2026-03-11,2026-03-12,entregue,3548.69,1
PO-010292,SUP-036,2026-03-17,2026-04-10,2026-04-12,entregue,3621.89,2
PO-010293,SUP-041,2026-04-18,2026-05-13,2026-05-13,entregue,3695.76,0
PO-010294,SUP-046,2026-05-19,2026-06-14,2026-06-15,entregue,3770.30,1
PO-010295,SUP-051,2026-06-20,2026-07-17,2026-07-19,aberto,3845.52,2
PO-010296,SUP-056,2026-07-21,2026-07-31,2026-07-31,aberto,3921.41,0
PO-010297,SUP-061,2024-08-22,2024-09-02,2024-09-03,entregue,3354.00,1
PO-010298,SUP-066,2024-09-23,2024-10-05,2024-10-07,entregue,3423.17,2
PO-010299,SUP-071,2024-10-24,2024-11-06,2024-11-06,entregue,3493.01,0
PO-010300,SUP-076,2024-11-25,2024-12-09,2024-12-10,entregue,3563.52,1
PO-010301,SUP-081,2024-12-26,2025-01-10,2025-01-12,entregue,3634.70,2
PO-010302,SUP-001,2025-01-27,2025-02-12,2025-02-12,entregue,3706.56,0
PO-010303,SUP-006,2025-02-28,2025-03-17,2025-03-18,entregue,3779.09,1
PO-010304,SUP-011,2025-03-01,2025-03-19,2025-03-27,entregue,3852.29,8
PO-010305,SUP-016,2025-04-02,2025-04-21,2025-04-21,entregue,3926.16,0
PO-010306,SUP-021,2025-05-03,2025-05-23,2025-05-24,entregue,4000.70,1
PO-010307,SUP-026,2025-06-04,2025-06-25,2025-06-27,entregue,4075.92,2
PO-010308,SUP-031,2025-07-05,2025-07-27,2025-07-27,entregue,4151.81,0
PO-010309,SUP-036,2025-08-06,2025-08-29,2025-08-30,entregue,4228.37,1
PO-010310,SUP-041,2025-09-07,2025-10-01,2025-10-03,entregue,4305.60,2
PO-010311,SUP-046,2025-10-08,2025-11-02,2025-11-02,entregue,4383.50,0
PO-010312,SUP-051,2025-11-09,2025-12-05,2025-12-06,entregue,4462.08,1
PO-010313,SUP-056,2025-12-10,2026-01-06,2026-01-08,entregue,4541.33,2
PO-010314,SUP-061,2026-01-11,2026-01-21,2026-01-21,entregue,4621.25,0
PO-010315,SUP-066,2026-02-12,2026-02-23,2026-02-24,entregue,4701.84,1
PO-010316,SUP-071,2026-03-13,2026-03-25,2026-03-27,entregue,4783.10,2
PO-010317,SUP-076,2026-04-14,2026-04-27,2026-04-27,entregue,4865.04,0
PO-010318,SUP-081,2026-05-15,2026-05-29,2026-05-30,entregue,4947.65,1
PO-010319,SUP-001,2026-06-16,2026-07-01,2026-07-03,entregue,5030.93,2
PO-010320,SUP-006,2026-07-17,2026-08-02,2026-08-02,aberto,5114.88,0
PO-010321,SUP-011,2024-08-18,2024-09-04,2024-09-15,entregue,4362.00,11
PO-010322,SUP-016,2024-09-19,2024-10-07,2024-10-09,entregue,4439.23,2
PO-010323,SUP-021,2024-10-20,2024-11-08,2024-11-08,entregue,4517.14,0
PO-010324,SUP-026,2024-11-21,2024-12-11,2024-12-12,entregue,4595.71,1
PO-010325,SUP-031,2024-12-22,2025-01-12,2025-01-14,entregue,4674.96,2
PO-010326,SUP-036,2025-01-23,2025-02-14,2025-02-14,entregue,4754.88,0
PO-010327,SUP-041,2025-02-24,2025-03-19,2025-03-20,entregue,4835.47,1
PO-010328,SUP-046,2025-03-25,2025-04-18,2025-04-20,entregue,4916.74,2
PO-010329,SUP-051,2025-04-26,2025-05-21,2025-05-21,entregue,4998.67,0
PO-010330,SUP-056,2025-05-27,2025-06-22,2025-06-23,entregue,5081.28,1
PO-010331,SUP-061,2025-06-28,2025-07-25,2025-07-27,entregue,5164.56,2
PO-010332,SUP-066,2025-07-01,2025-07-11,2025-07-11,entregue,5248.51,0
PO-010333,SUP-071,2025-08-02,2025-08-13,2025-08-14,entregue,5333.14,1
PO-010334,SUP-076,2025-09-03,2025-09-15,2025-09-17,entregue,5418.43,2
PO-010335,SUP-081,2025-10-04,2025-10-17,2025-10-17,entregue,5504.40,0
